gen,island,rle_novelty,ae_novelty,diversity,temp,seed
26,"(0, 0)",0.552,0.649746474195696,0.041182520563948014,0.5,1234
26,"(0, 2)",0.5000000000000001,0.6594666707044413,0.05043808085167396,0.5,1234
26,"(0, 4)",0.522,0.6920568714202955,0.06337191807101945,0.5,1234
26,"(1, 1)",0.49000000000000005,0.6652759026174235,0.05075431016179808,0.5,1234
26,"(1, 3)",0.5520000000000002,0.6615433741746646,0.04118252056394801,0.5,1234
26,"(2, 0)",0.4720000000000001,0.6566417055312794,0.036276714294434124,0.5,1234
26,"(2, 2)",0.538,0.6539828974362472,0.06415605972938176,0.5,1234
26,"(2, 4)",0.5,0.6670047698236785,0.062481997407253236,0.5,1234
26,"(3, 1)",0.538,0.6726636658278743,0.06884765791223404,0.5,1234
26,"(3, 3)",0.532,0.6309975553940813,0.04024922359499622,0.5,1234
27,"(0, 0)",0.5640000000000001,0.6535468458995477,0.04200000000000002,0.5,1234
27,"(0, 2)",0.53,0.6676377019167468,0.04422668877499198,0.5,1234
27,"(0, 4)",0.548,0.6742809211151788,0.03249615361854386,0.5,1234
27,"(1, 1)",0.522,0.670469491089,0.05399999999999999,0.5,1234
27,"(1, 3)",0.48600000000000004,0.6691292200437751,0.054589376255824724,0.5,1234
27,"(2, 0)",0.4699999999999999,0.6507180408434954,0.0322490309931942,0.5,1234
27,"(2, 2)",0.5160000000000001,0.6513541800707902,0.05079370039680117,0.5,1234
27,"(2, 4)",0.5119999999999999,0.6679367858250589,0.04749736834815167,0.5,1234
27,"(3, 1)",0.5359999999999999,0.6704568475834436,0.05455272678794343,0.5,1234
27,"(3, 3)",0.518,0.6269531073772856,0.03841874542459709,0.5,1234
28,"(0, 0)",0.54,0.6471331320947287,0.061481704595757594,0.5,1234
28,"(0, 2)",0.5040000000000001,0.6587850643572206,0.046303347611160894,0.5,1234
28,"(0, 4)",0.562,0.6704078161712981,0.026907248094147424,0.5,1234
28,"(1, 1)",0.524,0.6662037556907267,0.04214261501141097,0.5,1234
28,"(1, 3)",0.53,0.6627960303782816,0.03903844259188627,0.5,1234
28,"(2, 0)",0.51,0.6582735493004803,0.05670978751503131,0.5,1234
28,"(2, 2)",0.51,0.6561172389528506,0.04565084884205333,0.5,1234
28,"(2, 4)",0.5200000000000001,0.6553329740114322,0.05276362383309167,0.5,1234
28,"(3, 1)",0.512,0.6719994069812059,0.06400000000000002,0.5,1234
28,"(3, 3)",0.484,0.6420835073239343,0.0463033476111609,0.5,1234
29,"(0, 0)",0.548,0.6514319539609764,0.03709447398198282,0.5,1234
29,"(0, 2)",0.5439999999999999,0.6549929248357793,0.03627671429443412,0.5,1234
29,"(0, 4)",0.544,0.6761509070515261,0.051419840528729784,0.5,1234
29,"(1, 1)",0.518,0.6649074846706845,0.06053098380168623,0.5,1234
29,"(1, 3)",0.514,0.664241615421037,0.04935585071701226,0.5,1234
29,"(2, 0)",0.5440000000000002,0.6511023105473004,0.03026549190084311,0.5,1234
29,"(2, 2)",0.5079999999999999,0.6579934123732827,0.03352610922848043,0.5,1234
29,"(2, 4)",0.49400000000000005,0.6582707311979524,0.03687817782917156,0.5,1234
29,"(3, 1)",0.4779999999999999,0.6608695711207153,0.05878775382679628,0.5,1234
29,"(3, 3)",0.47000000000000003,0.6424371357133805,0.04214261501141096,0.5,1234
0,"(0, 0)",0.516,0.6567639016571872,0.047159304490206395,0.5,1235
0,"(0, 2)",0.49800000000000005,0.6644007746874712,0.0845931439302264,0.5,1235
0,"(0, 4)",0.506,0.6673063570486745,0.09389355675444402,0.5,1235
0,"(1, 1)",0.518,0.670860380207474,0.09033271832508973,0.5,1235
0,"(1, 3)",0.532,0.6671642857844723,0.0485386443980464,0.5,1235
0,"(2, 0)",0.524,0.6630250655422819,0.05546169849544819,0.5,1235
0,"(2, 2)",0.4860000000000001,0.6596804128942054,0.09156418513807678,0.5,1235
0,"(2, 4)",0.534,0.6738068217885634,0.07631513611335566,0.5,1235
0,"(3, 1)",0.49399999999999994,0.6672245408709285,0.07735631842325486,0.5,1235
0,"(3, 3)",0.558,0.6673697619108384,0.05932958789676531,0.5,1235
1,"(0, 0)",0.5200000000000001,0.6568124238703419,0.036276714294434124,0.5,1235
1,"(0, 2)",0.53,0.6623833443165358,0.03346640106136302,0.5,1235
1,"(0, 4)",0.5199999999999999,0.665123491137404,0.04995998398718721,0.5,1235
1,"(1, 1)",0.49400000000000005,0.6850707694678615,0.04630334761116091,0.5,1235
1,"(1, 3)",0.532,0.6563757263560335,0.04142463035441598,0.5,1235
1,"(2, 0)",0.54,0.6656414971570761,0.04686149805543992,0.5,1235
1,"(2, 2)",0.47400000000000003,0.658427277150448,0.04004996878900157,0.5,1235
1,"(2, 4)",0.53,0.6629858319802,0.04422668877499197,0.5,1235
1,"(3, 1)",0.506,0.66227735119703,0.06523802572120035,0.5,1235
1,"(3, 3)",0.5780000000000001,0.6480298137092338,0.05295280917949491,0.5,1235
2,"(0, 0)",0.506,0.656194954289699,0.03469870314579496,0.5,1235
2,"(0, 2)",0.516,0.651559429665527,0.04489988864128731,0.5,1235
2,"(0, 4)",0.5360000000000001,0.6548547935281637,0.04308131845707604,0.5,1235
2,"(1, 1)",0.526,0.6918254968410807,0.03878143885933064,0.5,1235
2,"(1, 3)",0.554,0.6539884712693982,0.05827520913733387,0.5,1235
2,"(2, 0)",0.55,0.6578737061524623,0.06264183905346331,0.5,1235
2,"(2, 2)",0.46799999999999997,0.6601501286051948,0.05455272678794343,0.5,1235
2,"(2, 4)",0.49000000000000005,0.6603065398708738,0.0530659966456864,0.5,1235
2,"(3, 1)",0.518,0.6609241385014795,0.03492849839314594,0.5,1235
2,"(3, 3)",0.526,0.6499060781012885,0.042708313008125255,0.5,1235
3,"(0, 0)",0.496,0.6671653271139031,0.0351567916624939,0.5,1235
3,"(0, 2)",0.534,0.6499912424351568,0.07683749084919417,0.5,1235
3,"(0, 4)",0.548,0.6418421737760798,0.05758472019555188,0.5,1235
3,"(1, 1)",0.52,0.6956959582505514,0.032000000000000015,0.5,1235
3,"(1, 3)",0.558,0.6493905364111882,0.04749736834815168,0.5,1235
3,"(2, 0)",0.562,0.6508316559264132,0.041036569057366364,0.5,1235
3,"(2, 2)",0.5,0.657858754610675,0.03280243893371347,0.5,1235
3,"(2, 4)",0.5240000000000001,0.6588247925116228,0.05141984052872977,0.5,1235
3,"(3, 1)",0.522,0.6617236742645738,0.03820994634908561,0.5,1235
3,"(3, 3)",0.5360000000000001,0.6479209347600443,0.034698703145794964,0.5,1235
4,"(0, 0)",0.52,0.6666166895020746,0.046690470119715034,0.5,1235
