gen,island,rle_novelty,diversity,temp,seed
9,"(2, 0)",0.48999999999999994,0.033387872049593106,0.5,1234
9,"(2, 2)",0.5175000000000001,0.04229361653961506,0.5,1234
9,"(2, 4)",0.514,0.03004579837514724,0.5,1234
9,"(3, 1)",0.4805,0.029236107812087454,0.5,1234
9,"(3, 3)",0.5095000000000001,0.03707762128292484,0.5,1234
10,"(0, 0)",0.5119999999999999,0.03968311983702895,0.5,1234
10,"(0, 2)",0.523,0.035270384177096804,0.5,1234
10,"(0, 4)",0.5285000000000001,0.03254228019054596,0.5,1234
10,"(1, 1)",0.521,0.03769615364994152,0.5,1234
10,"(1, 3)",0.4765,0.03472751070837068,0.5,1234
10,"(2, 0)",0.48,0.050497524691810396,0.5,1234
10,"(2, 2)",0.5005,0.045000000000000005,0.5,1234
10,"(2, 4)",0.5065,0.03786819245752297,0.5,1234
10,"(3, 1)",0.5015000000000002,0.04174625731727336,0.5,1234
10,"(3, 3)",0.5109999999999999,0.029406631905065237,0.5,1234
11,"(0, 0)",0.505,0.053129558627942705,0.5,1234
11,"(0, 2)",0.5365000000000001,0.03223352292257241,0.5,1234
11,"(0, 4)",0.5290000000000001,0.029542342493444913,0.5,1234
11,"(1, 1)",0.4985000000000001,0.03747999466382035,0.5,1234
11,"(1, 3)",0.5054999999999998,0.03318132004607412,0.5,1234
11,"(2, 0)",0.51,0.0406786184622831,0.5,1234
11,"(2, 2)",0.5085000000000001,0.040357774963444164,0.5,1234
11,"(2, 4)",0.5175,0.034146742157927755,0.5,1234
11,"(3, 1)",0.5035,0.032863353450309975,0.5,1234
11,"(3, 3)",0.5275,0.031638584039112766,0.5,1234
12,"(0, 0)",0.514,0.03806573262134858,0.5,1234
12,"(0, 2)",0.5115000000000001,0.03365635155509284,0.5,1234
12,"(0, 4)",0.5135000000000001,0.037453304260105014,0.5,1234
12,"(1, 1)",0.52,0.03284813541131369,0.5,1234
12,"(1, 3)",0.518,0.034205262752974155,0.5,1234
12,"(2, 0)",0.5155000000000001,0.031060424980994712,0.5,1234
12,"(2, 2)",0.511,0.03290516676754581,0.5,1234
12,"(2, 4)",0.5355000000000001,0.029542342493444916,0.5,1234
12,"(3, 1)",0.51,0.03442382895611703,0.5,1234
12,"(3, 3)",0.525,0.039277856356985684,0.5,1234
13,"(0, 0)",0.5259999999999999,0.032322592717787986,0.5,1234
13,"(0, 2)",0.49250000000000005,0.03720215047547656,0.5,1234
13,"(0, 4)",0.49700000000000005,0.04437341546466759,0.5,1234
13,"(1, 1)",0.518,0.04282522621072772,0.5,1234
13,"(1, 3)",0.491,0.038781438859330636,0.5,1234
13,"(2, 0)",0.5225,0.02843853020111976,0.5,1234
13,"(2, 2)",0.4955,0.03871369266809872,0.5,1234
13,"(2, 4)",0.5235,0.033686050525402945,0.5,1234
13,"(3, 1)",0.5005,0.03144837038703279,0.5,1234
13,"(3, 3)",0.5365,0.029542342493444906,0.5,1234
14,"(0, 0)",0.5185,0.04166533331199932,0.5,1234
14,"(0, 2)",0.51,0.05024689045105179,0.5,1234
14,"(0, 4)",0.49799999999999994,0.03024483426967323,0.5,1234
14,"(1, 1)",0.4885,0.04398579316097415,0.5,1234
14,"(1, 3)",0.483,0.03226453160980336,0.5,1234
14,"(2, 0)",0.5025000000000001,0.04592385001282014,0.5,1234
14,"(2, 2)",0.5095000000000001,0.031638584039112766,0.5,1234
14,"(2, 4)",0.5220000000000001,0.03412843389316304,0.5,1234
14,"(3, 1)",0.5135,0.0427668095606862,0.5,1234
14,"(3, 3)",0.5225000000000001,0.037050641020095726,0.5,1234
15,"(0, 0)",0.5275000000000001,0.044384682042344296,0.5,1234
15,"(0, 2)",0.49749999999999994,0.037067505985701285,0.5,1234
15,"(0, 4)",0.49350000000000005,0.02987892233665733,0.5,1234
15,"(1, 1)",0.48649999999999993,0.043066808565297716,0.5,1234
15,"(1, 3)",0.4875,0.04455053310567675,0.5,1234
15,"(2, 0)",0.5145,0.031823733281939146,0.5,1234
15,"(2, 2)",0.48749999999999993,0.03244610916581525,0.5,1234
15,"(2, 4)",0.5065000000000001,0.02991237202229205,0.5,1234
15,"(3, 1)",0.5025000000000001,0.03462657938636158,0.5,1234
15,"(3, 3)",0.5155,0.02974474743547171,0.5,1234
16,"(0, 0)",0.5365,0.034409301068170514,0.5,1234
16,"(0, 2)",0.5085,0.03900000000000001,0.5,1234
16,"(0, 4)",0.48299999999999993,0.03603817420458479,0.5,1234
16,"(1, 1)",0.504,0.03207802986469088,0.5,1234
16,"(1, 3)",0.48999999999999994,0.03528101472463626,0.5,1234
16,"(2, 0)",0.48500000000000004,0.033656351555092834,0.5,1234
16,"(2, 2)",0.5075000000000001,0.034853263835686904,0.5,1234
16,"(2, 4)",0.5035,0.04264973622427225,0.5,1234
16,"(3, 1)",0.499,0.030561413579872253,0.5,1234
16,"(3, 3)",0.51,0.04210403781111737,0.5,1234
17,"(0, 0)",0.5105,0.03200000000000002,0.5,1234
17,"(0, 2)",0.48599999999999993,0.031980462785894774,0.5,1234
17,"(0, 4)",0.48999999999999994,0.04450842616853577,0.5,1234
17,"(1, 1)",0.483,0.03398161267509239,0.5,1234
17,"(1, 3)",0.4715000000000001,0.03774586070021455,0.5,1234
17,"(2, 0)",0.484,0.036397115270306805,0.5,1234
17,"(2, 2)",0.4965,0.03519588044075614,0.5,1234
17,"(2, 4)",0.4955,0.04247352116319061,0.5,1234
17,"(3, 1)",0.49400000000000005,0.03033150177620621,0.5,1234
17,"(3, 3)",0.491,0.03691544392256445,0.5,1234
18,"(0, 0)",0.51,0.037469987990390405,0.5,1234
18,"(0, 2)",0.5145,0.037629775444453575,0.5,1234
18,"(0, 4)",0.48600000000000004,0.03034798181098704,0.5,1234
18,"(1, 1)",0.5055,0.03645545226711638,0.5,1234
18,"(1, 3)",0.47050000000000003,0.02837252191822223,0.5,1234
18,"(2, 0)",0.49949999999999994,0.03611094017053558,0.5,1234
18,"(2, 2)",0.5250000000000001,0.034278273002005234,0.5,1234
18,"(2, 4)",0.5195000000000001,0.026627053911388712,0.5,1234
18,"(3, 1)",0.49750000000000016,0.03819358584893543,0.5,1234
18,"(3, 3)",0.48999999999999994,0.030376800358168088,0.5,1234
19,"(0, 0)",0.49050000000000005,0.027472713735632318,0.5,1234
19,"(0, 2)",0.508,0.03736308338453881,0.5,1234
19,"(0, 4)",0.4640000000000001,0.029878922336657333,0.5,1234
19,"(1, 1)",0.496,0.029133314263914446,0.5,1234
19,"(1, 3)",0.492,0.039150351211706916,0.5,1234
19,"(2, 0)",0.49399999999999994,0.034409301068170514,0.5,1234
19,"(2, 2)",0.53,0.03070423423568809,0.5,1234
19,"(2, 4)",0.506,0.029474565306379003,0.5,1234
19,"(3, 1)",0.5145000000000001,0.036093628246547896,0.5,1234
19,"(3, 3)",0.489,0.047103609203541924,0.5,1234
20,"(0, 0)",0.49050000000000005,0.026320144376503717,0.5,1234
20,"(0, 2)",0.516,0.04012480529547776,0.5,1234
20,"(0, 4)",0.46399999999999997,0.04559331091289598,0.5,1234
20,"(1, 1)",0.4955000000000001,0.031823733281939146,0.5,1234
20,"(1, 3)",0.48250000000000004,0.020706279240848658,0.5,1234
20,"(2, 0)",0.49799999999999994,0.0377193584250846,0.5,1234
20,"(2, 2)",0.5454999999999999,0.030331501776206218,0.5,1234
20,"(2, 4)",0.5045000000000001,0.023553131426627766,0.5,1234
20,"(3, 1)",0.503,0.026944387170614974,0.5,1234
20,"(3, 3)",0.4814999999999999,0.02397915761656362,0.5,1234
21,"(0, 0)",0.4924999999999999,0.039022429447690736,0.5,1234
21,"(0, 2)",0.5175,0.030430248109405884,0.5,1234
21,"(0, 4)",0.47350000000000003,0.038324274291889726,0.5,1234
21,"(1, 1)",0.5090000000000001,0.02559296778413947,0.5,1234
21,"(1, 3)",0.4765,0.038483762809787735,0.5,1234
21,"(2, 0)",0.5215000000000001,0.034146742157927755,0.5,1234
21,"(2, 2)",0.5275000000000001,0.04444097208657794,0.5,1234
21,"(2, 4)",0.5200000000000001,0.042790185790669344,0.5,1234
21,"(3, 1)",0.49000000000000005,0.037403208418530086,0.5,1234
21,"(3, 3)",0.4919999999999999,0.03330165161069344,0.5,1234
22,"(0, 0)",0.49700000000000005,0.03709447398198282,0.5,1234
22,"(0, 2)",0.5050000000000001,0.04565906262725945,0.5,1234
22,"(0, 4)",0.519,0.04117037770047783,0.5,1234
22,"(1, 1)",0.5039999999999999,0.04257640191467569,0.5,1234
22,"(1, 3)",0.49000000000000005,0.04754997371187496,0.5,1234
22,"(2, 0)",0.5140000000000001,0.029542342493444916,0.5,1234
22,"(2, 2)",0.515,0.03337663853655729,0.5,1234
22,"(2, 4)",0.526,0.030573681492420898,0.5,1234
22,"(3, 1)",0.5125,0.03948100809249937,0.5,1234
22,"(3, 3)",0.479,0.052877216265609144,0.5,1234
23,"(0, 0)",0.4950000000000001,0.04044749683231338,0.5,1234
23,"(0, 2)",0.519,0.030643106892089125,0.5,1234
23,"(0, 4)",0.4965,0.0377193584250846,0.5,1234
23,"(1, 1)",0.5045,0.036523964735499355,0.5,1234
23,"(1, 3)",0.5069999999999999,0.03382306905057552,0.5,1234
23,"(2, 0)",0.5170000000000001,0.04414748010928824,0.5,1234
23,"(2, 2)",0.49749999999999994,0.04182104733265297,0.5,1234
23,"(2, 4)",0.5225,0.0330907842155486,0.5,1234
23,"(3, 1)",0.5195,0.0241816045786875,0.5,1234
23,"(3, 3)",0.489,0.02833284313301439,0.5,1234
24,"(0, 0)",0.5185,0.04138538389335057,0.5,1234
24,"(0, 2)",0.5239999999999998,0.034565155865408745,0.5,1234
24,"(0, 4)",0.5019999999999999,0.03168595903550973,0.5,1234
24,"(1, 1)",0.526,0.02588435821108958,0.5,1234
24,"(1, 3)",0.5224999999999999,0.03192177939902475,0.5,1234
24,"(2, 0)",0.5285000000000001,0.02968164415931167,0.5,1234
24,"(2, 2)",0.47650000000000003,0.03753664875824693,0.5,1234
24,"(2, 4)",0.535,0.03468068626771968,0.5,1234
24,"(3, 1)",0.5199999999999999,0.03241913015489467,0.5,1234
24,"(3, 3)",0.4845,0.031697791721190936,0.5,1234
25,"(0, 0)",0.5029999999999999,0.029406631905065237,0.5,1234
25,"(0, 2)",0.5290000000000001,0.039191835884530866,0.5,1234
25,"(0, 4)",0.5025,0.025377155080899046,0.5,1234
25,"(1, 1)",0.5205,0.02379075450674065,0.5,1234
25,"(1, 3)",0.522,0.029597297173897495,0.5,1234
25,"(2, 0)",0.5015000000000001,0.04067861846228311,0.5,1234
25,"(2, 2)",0.47750000000000004,0.033056769352131185,0.5,1234
25,"(2, 4)",0.5245000000000001,0.03191786333700927,0.5,1234
25,"(3, 1)",0.5294999999999999,0.04150602365922326,0.5,1234
25,"(3, 3)",0.483,0.030045798375147235,0.5,1234
26,"(0, 0)",0.514,0.03766629793329841,0.5,1234
26,"(0, 2)",0.5040000000000001,0.03850649295898032,0.5,1234
26,"(0, 4)",0.5015,0.0377193584250846,0.5,1234
26,"(1, 1)",0.516,0.03246536616149587,0.5,1234
26,"(1, 3)",0.502,0.04243819034784589,0.5,1234
26,"(2, 0)",0.5175,0.025019992006393616,0.5,1234
26,"(2, 2)",0.4905000000000001,0.03427462618322773,0.5,1234
26,"(2, 4)",0.5249999999999999,0.04391753636077507,0.5,1234
26,"(3, 1)",0.533,0.02937260628544904,0.5,1234
26,"(3, 3)",0.4845,0.054552726787943435,0.5,1234
27,"(0, 0)",0.5055,0.03409912022325504,0.5,1234
27,"(0, 2)",0.5105,0.04508602887813475,0.5,1234
27,"(0, 4)",0.4945000000000001,0.04224926034855522,0.5,1234
27,"(1, 1)",0.5125000000000001,0.039230090491866064,0.5,1234
27,"(1, 3)",0.49700000000000005,0.04067861846228313,0.5,1234
27,"(2, 0)",0.5264999999999999,0.039799497484264805,0.5,1234
27,"(2, 2)",0.5185000000000001,0.026814175355583864,0.5,1234
27,"(2, 4)",0.495,0.038272052466519234,0.5,1234
27,"(3, 1)",0.5195000000000001,0.027617928959282965,0.5,1234
27,"(3, 3)",0.491,0.03286335345030998,0.5,1234
28,"(0, 0)",0.518,0.0427668095606862,0.5,1234
28,"(0, 2)",0.49700000000000005,0.039191835884530846,0.5,1234
28,"(0, 4)",0.49099999999999994,0.04375785643744445,0.5,1234
28,"(1, 1)",0.514,0.03525265947414465,0.5,1234
28,"(1, 3)",0.5135,0.04202380277890139,0.5,1234
28,"(2, 0)",0.5249999999999999,0.04270831300812525,0.5,1234
28,"(2, 2)",0.5079999999999999,0.026320144376503717,0.5,1234
28,"(2, 4)",0.49849999999999994,0.04928488612140644,0.5,1234
28,"(3, 1)",0.5365,0.032863353450309975,0.5,1234
28,"(3, 3)",0.51,0.03776241517699842,0.5,1234
29,"(0, 0)",0.5105000000000002,0.03699662146737186,0.5,1234
29,"(0, 2)",0.49749999999999994,0.03653765181289022,0.5,1234
29,"(0, 4)",0.477,0.04602988159880493,0.5,1234
29,"(1, 1)",0.5055000000000001,0.037094473981982824,0.5,1234
29,"(1, 3)",0.5194999999999999,0.03037680035816807,0.5,1234
29,"(2, 0)",0.5095,0.03965791219920687,0.5,1234
29,"(2, 2)",0.526,0.03150793550837631,0.5,1234
29,"(2, 4)",0.491,0.048936182932468285,0.5,1234
29,"(3, 1)",0.5315000000000001,0.038636122993903003,0.5,1234
29,"(3, 3)",0.5045,0.055136195008360894,0.5,1234
30,"(0, 0)",0.527,0.02991237202229206,0.5,1234
30,"(0, 2)",0.5055000000000001,0.030967725134404062,0.5,1234
30,"(0, 4)",0.4959999999999999,0.04526588119102511,0.5,1234
30,"(1, 1)",0.5235000000000001,0.03813135192987525,0.5,1234
30,"(1, 3)",0.5125000000000001,0.028892040426387353,0.5,1234
30,"(2, 0)",0.4845,0.02917190429162965,0.5,1234
30,"(2, 2)",0.5365,0.0365889327529514,0.5,1234
30,"(2, 4)",0.48,0.039230090491866064,0.5,1234
30,"(3, 1)",0.5090000000000001,0.025573423705088857,0.5,1234
30,"(3, 3)",0.49449999999999994,0.03216753021293368,0.5,1234
31,"(0, 0)",0.5285000000000001,0.02336664289109585,0.5,1234
31,"(0, 2)",0.5115000000000001,0.04017461885320134,0.5,1234
31,"(0, 4)",0.49149999999999994,0.03359687485466469,0.5,1234
31,"(1, 1)",0.5315,0.039226904032819115,0.5,1234
31,"(1, 3)",0.5370000000000001,0.03598263470064415,0.5,1234
31,"(2, 0)",0.46950000000000003,0.040654028090707096,0.5,1234
31,"(2, 2)",0.532,0.03359687485466469,0.5,1234
31,"(2, 4)",0.4755,0.030475399915341577,0.5,1234
31,"(3, 1)",0.5045000000000001,0.029744747435471716,0.5,1234
31,"(3, 3)",0.5015000000000002,0.04145780987944251,0.5,1234
32,"(0, 0)",0.5280000000000001,0.03664355332115052,0.5,1234
32,"(0, 2)",0.485,0.027472713735632315,0.5,1234
32,"(0, 4)",0.48649999999999993,0.04281062952118318,0.5,1234
32,"(1, 1)",0.5279999999999999,0.032939338184001216,0.5,1234
32,"(1, 3)",0.538,0.046957427527495585,0.5,1234
32,"(2, 0)",0.479,0.029372606285449035,0.5,1234
32,"(2, 2)",0.5269999999999999,0.030801785662522882,0.5,1234
32,"(2, 4)",0.5214999999999999,0.03442019755899142,0.5,1234
32,"(3, 1)",0.4875,0.036915443922564455,0.5,1234
32,"(3, 3)",0.519,0.04126439142893059,0.5,1234
33,"(0, 0)",0.5185,0.04183300132670379,0.5,1234
33,"(0, 2)",0.4925,0.030736785778607372,0.5,1234
33,"(0, 4)",0.4885,0.03380458548777075,0.5,1234
33,"(1, 1)",0.5205,0.03876531955240406,0.5,1234
33,"(1, 3)",0.521,0.03569313659514951,0.5,1234
33,"(2, 0)",0.49450000000000005,0.02434645764787971,0.5,1234
33,"(2, 2)",0.5395000000000001,0.025612496949731407,0.5,1234
33,"(2, 4)",0.5065000000000001,0.02280350850198277,0.5,1234
33,"(3, 1)",0.49349999999999994,0.027946377224964257,0.5,1234
33,"(3, 3)",0.513,0.049927447361145946,0.5,1234
34,"(0, 0)",0.5069999999999999,0.03620773398046335,0.5,1234
34,"(0, 2)",0.523,0.024576411454889032,0.5,1234
34,"(0, 4)",0.49300000000000005,0.051795270054320594,0.5,1234
34,"(1, 1)",0.516,0.028438530201119767,0.5,1234
34,"(1, 3)",0.5005,0.04725198408532705,0.5,1234
34,"(2, 0)",0.5070000000000001,0.03201171660501824,0.5,1234
34,"(2, 2)",0.5255000000000001,0.040074929819027764,0.5,1234
34,"(2, 4)",0.4925,0.028740215726399836,0.5,1234
34,"(3, 1)",0.4955,0.036878177829171556,0.5,1234
34,"(3, 3)",0.522,0.025768197453450256,0.5,1234
35,"(0, 0)",0.5080000000000001,0.040360872141221145,0.5,1234
35,"(0, 2)",0.5265,0.03891978931083775,0.5,1234
35,"(0, 4)",0.489,0.031796226191169306,0.5,1234
35,"(1, 1)",0.5075000000000001,0.042426406871192875,0.5,1234
35,"(1, 3)",0.523,0.043344549830399676,0.5,1234
35,"(2, 0)",0.5155,0.03680692869555949,0.5,1234
35,"(2, 2)",0.505,0.036506848672543626,0.5,1234
35,"(2, 4)",0.4875,0.03419064199455753,0.5,1234
35,"(3, 1)",0.4919999999999999,0.04109744517606905,0.5,1234
35,"(3, 3)",0.512,0.035954832776693604,0.5,1234
36,"(0, 0)",0.5155000000000001,0.036779749863205986,0.5,1234
36,"(0, 2)",0.5390000000000001,0.03976179070414208,0.5,1234
36,"(0, 4)",0.49349999999999994,0.03726929030716847,0.5,1234
36,"(1, 1)",0.5035000000000001,0.03153965757582033,0.5,1234
36,"(1, 3)",0.5314999999999999,0.04253234063627349,0.5,1234
36,"(2, 0)",0.5385000000000001,0.029137604568666944,0.5,1234
36,"(2, 2)",0.5055,0.037453304260105014,0.5,1234
36,"(2, 4)",0.508,0.03753664875824692,0.5,1234
36,"(3, 1)",0.5045,0.04315958757912315,0.5,1234
36,"(3, 3)",0.487,0.028809720581775885,0.5,1234
37,"(0, 0)",0.5065000000000002,0.039,0.5,1234
37,"(0, 2)",0.5370000000000001,0.039175885439897855,0.5,1234
37,"(0, 4)",0.48650000000000004,0.045855752092840006,0.5,1234
37,"(1, 1)",0.5049999999999999,0.03731956591387419,0.5,1234
37,"(1, 3)",0.5450000000000002,0.04511097427455985,0.5,1234
37,"(2, 0)",0.5429999999999999,0.03824591481452627,0.5,1234
37,"(2, 2)",0.49300000000000005,0.028155816450602188,0.5,1234
37,"(2, 4)",0.5189999999999999,0.04121589499210226,0.5,1234
37,"(3, 1)",0.5025,0.0399843719470495,0.5,1234
37,"(3, 3)",0.511,0.0366435533211505,0.5,1234
38,"(0, 0)",0.48199999999999993,0.040678618462283114,0.5,1234
38,"(0, 2)",0.5425,0.03264965543462903,0.5,1234
38,"(0, 4)",0.4999999999999999,0.023722352328552927,0.5,1234
38,"(1, 1)",0.493,0.027184554438136388,0.5,1234
38,"(1, 3)",0.5205,0.035478866949213594,0.5,1234
38,"(2, 0)",0.5395000000000001,0.04048456495999433,0.5,1234
38,"(2, 2)",0.5115000000000001,0.03801315561749642,0.5,1234
38,"(2, 4)",0.508,0.039547439866570396,0.5,1234
38,"(3, 1)",0.4990000000000001,0.03598263470064416,0.5,1234
38,"(3, 3)",0.5075,0.02836811590500857,0.5,1234
39,"(0, 0)",0.49149999999999994,0.0292018835008977,0.5,1234
39,"(0, 2)",0.5490000000000002,0.03316624790355401,0.5,1234
39,"(0, 4)",0.4950000000000001,0.035394208565809195,0.5,1234
39,"(1, 1)",0.492,0.03633180424916991,0.5,1234
39,"(1, 3)",0.5165,0.049038250376619276,0.5,1234
39,"(2, 0)",0.5215000000000002,0.02535251466817445,0.5,1234
39,"(2, 2)",0.5094999999999998,0.04631414470763765,0.5,1234
39,"(2, 4)",0.5109999999999999,0.03709447398198283,0.5,1234
39,"(3, 1)",0.502,0.032465366161495854,0.5,1234
39,"(3, 3)",0.5125,0.03160300618612097,0.5,1234
40,"(0, 0)",0.502,0.03802630668366309,0.5,1234
40,"(0, 2)",0.5549999999999999,0.028857408061016165,0.5,1234
40,"(0, 4)",0.513,0.02991237202229205,0.5,1234
40,"(1, 1)",0.505,0.029512709126747427,0.5,1234
40,"(1, 3)",0.49749999999999994,0.037319565913874204,0.5,1234
40,"(2, 0)",0.49250000000000005,0.042237424163885755,0.5,1234
40,"(2, 2)",0.5225,0.04373499742768943,0.5,1234
40,"(2, 4)",0.5105,0.03605551275463989,0.5,1234
40,"(3, 1)",0.5095000000000001,0.04512205669071392,0.5,1234
40,"(3, 3)",0.51,0.04018706259482025,0.5,1234
41,"(0, 0)",0.4965,0.0499399639567351,0.5,1234
41,"(0, 2)",0.5335,0.035759614091877445,0.5,1234
41,"(0, 4)",0.5245,0.04299709292498739,0.5,1234
41,"(1, 1)",0.5115000000000001,0.028508770580296872,0.5,1234
41,"(1, 3)",0.5145,0.02998332870112991,0.5,1234
41,"(2, 0)",0.47850000000000004,0.05301886456724626,0.5,1234
41,"(2, 2)",0.5209999999999999,0.03535533905932738,0.5,1234
41,"(2, 4)",0.5180000000000001,0.033387872049593106,0.5,1234
41,"(3, 1)",0.49849999999999994,0.042364489847040526,0.5,1234
41,"(3, 3)",0.5135000000000001,0.03827531841800929,0.5,1234
42,"(0, 0)",0.5235000000000001,0.03368605052540296,0.5,1234
42,"(0, 2)",0.5170000000000001,0.03244610916581526,0.5,1234
42,"(0, 4)",0.524,0.038209946349085616,0.5,1234
42,"(1, 1)",0.5205,0.0223383079036887,0.5,1234
42,"(1, 3)",0.529,0.0311889403475014,0.5,1234
