gen,island,rle_novelty,diversity,temp,seed
12,"(1, 1)",0.5035000000000001,0.03948100809249936,0.6839397205857212,1234
12,"(1, 3)",0.502,0.04510820324508614,0.6839397205857212,1234
12,"(2, 0)",0.5080000000000001,0.04475209492303126,0.6839397205857212,1234
12,"(2, 2)",0.48600000000000004,0.03652396473549934,0.6839397205857212,1234
12,"(2, 4)",0.49800000000000005,0.0345687720348872,0.6839397205857212,1234
12,"(3, 1)",0.5095,0.046647615158762396,0.6839397205857212,1234
12,"(3, 3)",0.5079999999999999,0.030182776545573133,0.6839397205857212,1234
13,"(0, 0)",0.4915,0.036121323342314014,0.5676676416183064,1234
13,"(0, 2)",0.49849999999999994,0.03553519382246282,0.5676676416183064,1234
13,"(0, 4)",0.5095000000000001,0.04840196277011914,0.5676676416183064,1234
13,"(1, 1)",0.507,0.032905166767545777,0.5676676416183064,1234
13,"(1, 3)",0.506,0.04042276586281547,0.5676676416183064,1234
13,"(2, 0)",0.496,0.04234087859267921,0.5676676416183064,1234
13,"(2, 2)",0.4955,0.04399999999999999,0.5676676416183064,1234
13,"(2, 4)",0.48949999999999994,0.025514701644346147,0.5676676416183064,1234
13,"(3, 1)",0.4790000000000001,0.04305810028322197,0.5676676416183064,1234
13,"(3, 3)",0.476,0.05093868863643822,0.5676676416183064,1234
14,"(0, 0)",0.49000000000000005,0.038532453853861934,0.5178369966736263,1234
14,"(0, 2)",0.5130000000000001,0.03787809393303733,0.5178369966736263,1234
14,"(0, 4)",0.487,0.03917907604831946,0.5178369966736263,1234
14,"(1, 1)",0.49400000000000005,0.027820855486487096,0.5178369966736263,1234
14,"(1, 3)",0.5054999999999998,0.030145480589965707,0.5178369966736263,1234
14,"(2, 0)",0.5245000000000001,0.029643717715563275,0.5178369966736263,1234
14,"(2, 2)",0.508,0.04062019202317979,0.5178369966736263,1234
14,"(2, 4)",0.501,0.04661276649159541,0.5178369966736263,1234
14,"(3, 1)",0.4739999999999999,0.04859012245302535,0.5178369966736263,1234
14,"(3, 3)",0.4765,0.03748332962798261,0.5178369966736263,1234
15,"(0, 0)",0.504,0.046505376033314685,0.5033689734995428,1234
15,"(0, 2)",0.5090000000000001,0.045989129150267684,0.5033689734995428,1234
15,"(0, 4)",0.48599999999999993,0.03721222917267923,0.5033689734995428,1234
15,"(1, 1)",0.524,0.04102133591193734,0.5033689734995428,1234
15,"(1, 3)",0.5010000000000001,0.03329789783154486,0.5033689734995428,1234
15,"(2, 0)",0.5155000000000001,0.05206726418777926,0.5033689734995428,1234
15,"(2, 2)",0.5155000000000001,0.047061130458160474,0.5033689734995428,1234
15,"(2, 4)",0.528,0.03826225293941799,0.5033689734995428,1234
15,"(3, 1)",0.49000000000000005,0.023874672772626664,0.5033689734995428,1234
15,"(3, 3)",0.4925,0.035623026261113744,0.5033689734995428,1234
16,"(0, 0)",0.5045,0.038506492958980315,0.5004559409827772,1234
16,"(0, 2)",0.521,0.03368976105584604,0.5004559409827772,1234
16,"(0, 4)",0.5035000000000001,0.037161808352124105,0.5004559409827772,1234
16,"(1, 1)",0.522,0.03210918871600465,0.5004559409827772,1234
16,"(1, 3)",0.5225000000000002,0.03034798181098704,0.5004559409827772,1234
16,"(2, 0)",0.524,0.04106093033529563,0.5004559409827772,1234
16,"(2, 2)",0.5075000000000001,0.038131351929875254,0.5004559409827772,1234
16,"(2, 4)",0.5070000000000001,0.03315116890850156,0.5004559409827772,1234
16,"(3, 1)",0.488,0.032542280190545954,0.5004559409827772,1234
16,"(3, 3)",0.5035000000000001,0.033834154341434344,0.5004559409827772,1234
17,"(0, 0)",0.506,0.039064049969249226,0.5000442134943299,1234
17,"(0, 2)",0.531,0.02957617284234053,0.5000442134943299,1234
17,"(0, 4)",0.4795000000000001,0.031188940347501404,0.5000442134943299,1234
17,"(1, 1)",0.5105000000000001,0.03598610843089317,0.5000442134943299,1234
17,"(1, 3)",0.5319999999999999,0.041605288125429456,0.5000442134943299,1234
17,"(2, 0)",0.534,0.031240998703626635,0.5000442134943299,1234
17,"(2, 2)",0.49749999999999994,0.03848376280978771,0.5000442134943299,1234
17,"(2, 4)",0.5005,0.04417012565071555,0.5000442134943299,1234
17,"(3, 1)",0.4915,0.04040730132042972,0.5000442134943299,1234
17,"(3, 3)",0.5135,0.028332843133014398,0.5000442134943299,1234
18,"(0, 0)",0.49050000000000005,0.026167728216259057,0.5000030721061767,1234
18,"(0, 2)",0.518,0.0325998466254061,0.5000030721061767,1234
18,"(0, 4)",0.496,0.03675595189897822,0.5000030721061767,1234
18,"(1, 1)",0.5015,0.030244834269673226,0.5000030721061767,1234
18,"(1, 3)",0.5245000000000001,0.0392778563569857,0.5000030721061767,1234
18,"(2, 0)",0.522,0.03618010503025111,0.5000030721061767,1234
18,"(2, 2)",0.4955,0.04585575209284001,0.5000030721061767,1234
18,"(2, 4)",0.5195000000000001,0.035394208565809195,0.5000030721061767,1234
18,"(3, 1)",0.506,0.032848135411313685,0.5000030721061767,1234
18,"(3, 3)",0.5055,0.03536947836765479,0.5000030721061767,1234
19,"(0, 0)",0.48450000000000004,0.04188078318274386,0.5000001529511603,1234
19,"(0, 2)",0.5289999999999999,0.034205262752974155,0.5000001529511603,1234
19,"(0, 4)",0.47850000000000004,0.029983328701129915,0.5000001529511603,1234
19,"(1, 1)",0.475,0.03345145736735546,0.5000001529511603,1234
19,"(1, 3)",0.518,0.037148351242013426,0.5000001529511603,1234
19,"(2, 0)",0.5275,0.040049968789001585,0.5000001529511603,1234
19,"(2, 2)",0.5125000000000001,0.03160696125855823,0.5000001529511603,1234
19,"(2, 4)",0.4995,0.032752862470324655,0.5000001529511603,1234
19,"(3, 1)",0.4995,0.04223742416388575,0.5000001529511603,1234
19,"(3, 3)",0.5025,0.02930443652418523,0.5000001529511603,1234
20,"(0, 0)",0.4835,0.033893214660164664,0.5000000054563787,1234
20,"(0, 2)",0.4965,0.04043513323831146,0.5000000054563787,1234
20,"(0, 4)",0.483,0.035982634700644146,0.5000000054563787,1234
20,"(1, 1)",0.49449999999999994,0.03845451859014752,0.5000000054563787,1234
20,"(1, 3)",0.5015000000000001,0.04169832130913666,0.5000000054563787,1234
20,"(2, 0)",0.49899999999999994,0.026884010117540148,0.5000000054563787,1234
20,"(2, 2)",0.5035000000000001,0.033674916480965475,0.5000000054563787,1234
20,"(2, 4)",0.511,0.04177020469186141,0.5000000054563787,1234
20,"(3, 1)",0.5065000000000001,0.03374907406137241,0.5000000054563787,1234
20,"(3, 3)",0.5085000000000001,0.042296571965113196,0.5000000054563787,1234
21,"(0, 0)",0.5029999999999999,0.03478505426185218,0.5000000001394734,1234
21,"(0, 2)",0.495,0.031348843678834476,0.5000000001394734,1234
21,"(0, 4)",0.48099999999999987,0.027977669667075575,0.5000000001394734,1234
21,"(1, 1)",0.4925,0.03057368149242091,0.5000000001394734,1234
21,"(1, 3)",0.5029999999999999,0.04731807265728393,0.5000000001394734,1234
21,"(2, 0)",0.5110000000000001,0.04718050444834179,0.5000000001394734,1234
21,"(2, 2)",0.518,0.04093897898091744,0.5000000001394734,1234
21,"(2, 4)",0.4875,0.03472751070837067,0.5000000001394734,1234
21,"(3, 1)",0.526,0.03453621287865827,0.5000000001394734,1234
21,"(3, 3)",0.49849999999999994,0.04104570623098109,0.5000000001394734,1234
22,"(0, 0)",0.5119999999999999,0.040137264480778964,0.5000000000025545,1234
22,"(0, 2)",0.5159999999999999,0.03553519382246283,0.5000000000025545,1234
22,"(0, 4)",0.49300000000000005,0.028354893757515657,0.5000000000025545,1234
22,"(1, 1)",0.5035000000000001,0.031953090617340925,0.5000000000025545,1234
22,"(1, 3)",0.511,0.03380458548777074,0.5000000000025545,1234
22,"(2, 0)",0.5085,0.03747999466382034,0.5000000000025545,1234
22,"(2, 2)",0.4965,0.033087006513131414,0.5000000000025545,1234
22,"(2, 4)",0.4915,0.03624913792078372,0.5000000000025545,1234
22,"(3, 1)",0.5175,0.044045431091090485,0.5000000000025545,1234
22,"(3, 3)",0.5025000000000001,0.04068169121361599,0.5000000000025545,1234
23,"(0, 0)",0.48949999999999994,0.03786819245752297,0.5000000000000335,1234
23,"(0, 2)",0.508,0.032935543110748915,0.5000000000000335,1234
23,"(0, 4)",0.5135,0.030805843601498743,0.5000000000000335,1234
23,"(1, 1)",0.5150000000000001,0.035566838487557484,0.5000000000000335,1234
23,"(1, 3)",0.5125,0.0391152144312159,0.5000000000000335,1234
23,"(2, 0)",0.5095,0.0281913107180209,0.5000000000000335,1234
23,"(2, 2)",0.492,0.026622359023948272,0.5000000000000335,1234
23,"(2, 4)",0.48749999999999993,0.031539657575820335,0.5000000000000335,1234
23,"(3, 1)",0.5095,0.03476708213238494,0.5000000000000335,1234
23,"(3, 3)",0.517,0.0471062628532555,0.5000000000000335,1234
24,"(0, 0)",0.48550000000000004,0.03919183588453085,0.5000000000000003,1234
24,"(0, 2)",0.5155,0.036369630187836684,0.5000000000000003,1234
24,"(0, 4)",0.5260000000000001,0.029133314263914443,0.5000000000000003,1234
24,"(1, 1)",0.5005000000000001,0.03667083309661781,0.5000000000000003,1234
24,"(1, 3)",0.5125000000000001,0.043243496620879306,0.5000000000000003,1234
24,"(2, 0)",0.4774999999999999,0.03232259271778798,0.5000000000000003,1234
24,"(2, 2)",0.5059999999999999,0.029563490998188967,0.5000000000000003,1234
24,"(2, 4)",0.475,0.03144439536706024,0.5000000000000003,1234
24,"(3, 1)",0.5169999999999999,0.0402616442783948,0.5000000000000003,1234
24,"(3, 3)",0.5245,0.0461952378498044,0.5000000000000003,1234
25,"(0, 0)",0.4685,0.02908607914449798,0.5,1234
25,"(0, 2)",0.5195000000000001,0.034263683398023645,0.5,1234
25,"(0, 4)",0.5105000000000001,0.03277193921634789,0.5,1234
25,"(1, 1)",0.49849999999999994,0.03707762128292483,0.5,1234
25,"(1, 3)",0.5265,0.03726929030716847,0.5,1234
25,"(2, 0)",0.48650000000000004,0.03541186241925154,0.5,1234
25,"(2, 2)",0.49549999999999994,0.026000000000000013,0.5,1234
25,"(2, 4)",0.496,0.03340658617698014,0.5,1234
25,"(3, 1)",0.5090000000000001,0.036806928695559495,0.5,1234
25,"(3, 3)",0.5085000000000001,0.03429285639896451,0.5,1234
26,"(0, 0)",0.48650000000000004,0.029064583258667252,0.5,1234
26,"(0, 2)",0.5380000000000001,0.030079062485390082,0.5,1234
26,"(0, 4)",0.5300000000000001,0.04018395202067612,0.5,1234
26,"(1, 1)",0.5119999999999999,0.0372155881318568,0.5,1234
26,"(1, 3)",0.5239999999999999,0.036093628246547896,0.5,1234
26,"(2, 0)",0.4840000000000001,0.026570660511172857,0.5,1234
26,"(2, 2)",0.5105000000000001,0.0406324993078201,0.5,1234
26,"(2, 4)",0.48650000000000004,0.03943031828428475,0.5,1234
26,"(3, 1)",0.5170000000000001,0.030561413579872247,0.5,1234
26,"(3, 3)",0.518,0.04257640191467571,0.5,1234
27,"(0, 0)",0.49049999999999994,0.034263683398023645,0.5,1234
27,"(0, 2)",0.507,0.03448187929913334,0.5,1234
27,"(0, 4)",0.534,0.03620773398046335,0.5,1234
27,"(1, 1)",0.49750000000000005,0.031208973068654486,0.5,1234
27,"(1, 3)",0.547,0.03519588044075613,0.5,1234
27,"(2, 0)",0.5000000000000001,0.033207679834640666,0.5,1234
27,"(2, 2)",0.5319999999999999,0.04604345773288536,0.5,1234
27,"(2, 4)",0.48049999999999987,0.03716180835212409,0.5,1234
27,"(3, 1)",0.518,0.0354964786985977,0.5,1234
27,"(3, 3)",0.53,0.03278337993557102,0.5,1234
28,"(0, 0)",0.512,0.03439113257803529,0.5,1234
28,"(0, 2)",0.5080000000000002,0.03858756276314948,0.5,1234
28,"(0, 4)",0.5429999999999999,0.03108054053584012,0.5,1234
28,"(1, 1)",0.46749999999999997,0.036318039594669754,0.5,1234
28,"(1, 3)",0.542,0.03153965757582033,0.5,1234
28,"(2, 0)",0.49450000000000005,0.03998749804626442,0.5,1234
28,"(2, 2)",0.5325,0.03943031828428476,0.5,1234
28,"(2, 4)",0.48599999999999993,0.029236107812087443,0.5,1234
28,"(3, 1)",0.493,0.0541733329231274,0.5,1234
28,"(3, 3)",0.5235000000000001,0.03370459909270545,0.5,1234
29,"(0, 0)",0.5105000000000001,0.028508770580296876,0.5,1234
29,"(0, 2)",0.507,0.03323777970924051,0.5,1234
29,"(0, 4)",0.522,0.04631144566951025,0.5,1234
29,"(1, 1)",0.48950000000000005,0.028718460961548765,0.5,1234
29,"(1, 3)",0.5225000000000001,0.03295451410656816,0.5,1234
29,"(2, 0)",0.5,0.03389321466016467,0.5,1234
29,"(2, 2)",0.529,0.027798381247835298,0.5,1234
29,"(2, 4)",0.48100000000000004,0.03278337993557102,0.5,1234
29,"(3, 1)",0.5055,0.04703987670051869,0.5,1234
29,"(3, 3)",0.4925,0.03709447398198283,0.5,1234
30,"(0, 0)",0.5035000000000001,0.0531295586279427,0.5,1234
30,"(0, 2)",0.49849999999999994,0.040298883359219786,0.5,1234
30,"(0, 4)",0.5185000000000001,0.03295451410656817,0.5,1234
30,"(1, 1)",0.504,0.03944616584663204,0.5,1234
30,"(1, 3)",0.5170000000000001,0.03948417404479926,0.5,1234
30,"(2, 0)",0.5030000000000001,0.023339880033967628,0.5,1234
30,"(2, 2)",0.5215,0.03413209633175204,0.5,1234
30,"(2, 4)",0.5135,0.022693611435820445,0.5,1234
30,"(3, 1)",0.49799999999999994,0.03774586070021454,0.5,1234
30,"(3, 3)",0.48550000000000004,0.03210918871600465,0.5,1234
31,"(0, 0)",0.517,0.039191835884530866,0.5,1234
31,"(0, 2)",0.48500000000000004,0.030397368307141338,0.5,1234
31,"(0, 4)",0.5119999999999999,0.03567562192870644,0.5,1234
31,"(1, 1)",0.5155000000000001,0.04445222154178575,0.5,1234
31,"(1, 3)",0.5349999999999999,0.03779880950506247,0.5,1234
31,"(2, 0)",0.4795000000000001,0.028368115905008578,0.5,1234
31,"(2, 2)",0.5105000000000001,0.036345563690772506,0.5,1234
31,"(2, 4)",0.5100000000000001,0.0407308237088326,0.5,1234
31,"(3, 1)",0.5199999999999999,0.03398161267509239,0.5,1234
31,"(3, 3)",0.4875,0.024994999499899993,0.5,1234
32,"(0, 0)",0.5010000000000001,0.03411744421846397,0.5,1234
32,"(0, 2)",0.48699999999999993,0.030801785662522885,0.5,1234
32,"(0, 4)",0.5065000000000002,0.03284432979983,0.5,1234
32,"(1, 1)",0.5095,0.026809513236909027,0.5,1234
32,"(1, 3)",0.5345000000000001,0.028301943396169826,0.5,1234
32,"(2, 0)",0.483,0.029000000000000012,0.5,1234
32,"(2, 2)",0.5215,0.027654113618049668,0.5,1234
32,"(2, 4)",0.5185000000000001,0.038665229858362404,0.5,1234
32,"(3, 1)",0.5049999999999999,0.03213642792844283,0.5,1234
32,"(3, 3)",0.4765,0.032249030993194205,0.5,1234
33,"(0, 0)",0.5115,0.032011716605018246,0.5,1234
33,"(0, 2)",0.4669999999999999,0.04178516483155237,0.5,1234
33,"(0, 4)",0.49849999999999994,0.04112177038990418,0.5,1234
33,"(1, 1)",0.5365000000000001,0.04893618293246829,0.5,1234
33,"(1, 3)",0.5344999999999999,0.027069355367278336,0.5,1234
33,"(2, 0)",0.49849999999999994,0.033686050525402945,0.5,1234
33,"(2, 2)",0.5165,0.03215587038162708,0.5,1234
33,"(2, 4)",0.5335,0.045869379764718866,0.5,1234
33,"(3, 1)",0.49499999999999994,0.04552746423863292,0.5,1234
33,"(3, 3)",0.49400000000000005,0.03927785635698567,0.5,1234
34,"(0, 0)",0.5080000000000002,0.030479501308256357,0.5,1234
34,"(0, 2)",0.481,0.034622969254528145,0.5,1234
34,"(0, 4)",0.5,0.031843366656181336,0.5,1234
34,"(1, 1)",0.5350000000000001,0.029576172842340518,0.5,1234
34,"(1, 3)",0.5325,0.029979159427842548,0.5,1234
34,"(2, 0)",0.5090000000000001,0.03618010503025109,0.5,1234
34,"(2, 2)",0.5169999999999999,0.03184336665618132,0.5,1234
34,"(2, 4)",0.527,0.028368115905008567,0.5,1234
34,"(3, 1)",0.48249999999999993,0.029744747435471692,0.5,1234
34,"(3, 3)",0.48450000000000004,0.03134884367883448,0.5,1234
35,"(0, 0)",0.4685,0.0405709255502016,0.5,1234
35,"(0, 2)",0.48999999999999994,0.051768716422179145,0.5,1234
35,"(0, 4)",0.502,0.02940663190506524,0.5,1234
35,"(1, 1)",0.5045,0.03278719262151002,0.5,1234
35,"(1, 3)",0.491,0.053148377209468974,0.5,1234
35,"(2, 0)",0.504,0.0372827037646145,0.5,1234
35,"(2, 2)",0.514,0.03865229618017537,0.5,1234
35,"(2, 4)",0.51,0.03705064102009574,0.5,1234
35,"(3, 1)",0.492,0.032538438807047904,0.5,1234
35,"(3, 3)",0.49700000000000016,0.04327528162819973,0.5,1234
36,"(0, 0)",0.48950000000000005,0.035535193822462834,0.5,1234
36,"(0, 2)",0.5080000000000001,0.03962322551231791,0.5,1234
36,"(0, 4)",0.5085,0.042482349275905176,0.5,1234
36,"(1, 1)",0.509,0.03187475490101846,0.5,1234
36,"(1, 3)",0.5105000000000001,0.045527464238632936,0.5,1234
36,"(2, 0)",0.5179999999999999,0.03967366884975474,0.5,1234
36,"(2, 2)",0.515,0.0362594815186318,0.5,1234
36,"(2, 4)",0.4915,0.03195309061734093,0.5,1234
36,"(3, 1)",0.499,0.03533765696816924,0.5,1234
36,"(3, 3)",0.5319999999999999,0.028718460961548772,0.5,1234
37,"(0, 0)",0.495,0.04055551750378733,0.5,1234
37,"(0, 2)",0.4960000000000001,0.030736785778607365,0.5,1234
37,"(0, 4)",0.5155000000000001,0.03041381265149111,0.5,1234
37,"(1, 1)",0.49700000000000016,0.035270384177096804,0.5,1234
37,"(1, 3)",0.497,0.04112177038990418,0.5,1234
37,"(2, 0)",0.509,0.038971143170299746,0.5,1234
37,"(2, 2)",0.5069999999999999,0.033686050525402945,0.5,1234
37,"(2, 4)",0.5005000000000001,0.034099120223255036,0.5,1234
37,"(3, 1)",0.495,0.03998749804626442,0.5,1234
37,"(3, 3)",0.5215,0.029240383034426904,0.5,1234
38,"(0, 0)",0.5209999999999999,0.026809513236909038,0.5,1234
38,"(0, 2)",0.511,0.031128764832546778,0.5,1234
38,"(0, 4)",0.5029999999999999,0.030757112998459398,0.5,1234
38,"(1, 1)",0.48749999999999993,0.022242976419535238,0.5,1234
38,"(1, 3)",0.509,0.03811495769379787,0.5,1234
38,"(2, 0)",0.5095000000000001,0.049282349781640894,0.5,1234
38,"(2, 2)",0.5264999999999999,0.03436568055487918,0.5,1234
38,"(2, 4)",0.496,0.026547127904916576,0.5,1234
38,"(3, 1)",0.5005,0.03178049716414142,0.5,1234
38,"(3, 3)",0.524,0.0371853465763061,0.5,1234
39,"(0, 0)",0.5315000000000001,0.04211887937730539,0.5,1234
39,"(0, 2)",0.5130000000000001,0.03897114317029974,0.5,1234
39,"(0, 4)",0.476,0.04138538389335057,0.5,1234
39,"(1, 1)",0.48199999999999993,0.033391615714128,0.5,1234
39,"(1, 3)",0.5054999999999998,0.03664355332115051,0.5,1234
39,"(2, 0)",0.534,0.03840572873934305,0.5,1234
39,"(2, 2)",0.5095,0.04315958757912316,0.5,1234
39,"(2, 4)",0.5045000000000001,0.03786819245752298,0.5,1234
39,"(3, 1)",0.49849999999999994,0.037319565913874204,0.5,1234
39,"(3, 3)",0.5434999999999999,0.02616772821625906,0.5,1234
40,"(0, 0)",0.5309999999999999,0.041021335911937344,0.5,1234
