gen,island,rle_novelty,diversity,seed
48,"(0, 2)",0.51,0.030561413579872253,1234
48,"(0, 4)",0.4805,0.029308701779505713,1234
48,"(1, 1)",0.5134999999999998,0.04407663780280888,1234
48,"(1, 3)",0.5255000000000001,0.03134884367883448,1234
48,"(2, 0)",0.502,0.046826808560908796,1234
48,"(2, 2)",0.5205,0.02854382595238419,1234
48,"(2, 4)",0.5090000000000001,0.036138621999185314,1234
48,"(3, 1)",0.5055,0.025573423705088867,1234
48,"(3, 3)",0.5145000000000001,0.033387872049593106,1234
49,"(0, 0)",0.49799999999999994,0.048731406710662485,1234
49,"(0, 2)",0.5205,0.042927264063762564,1234
49,"(0, 4)",0.477,0.04089926649709016,1234
49,"(1, 1)",0.5245000000000001,0.03222964473896664,1234
49,"(1, 3)",0.5105000000000001,0.037077621282924834,1234
49,"(2, 0)",0.5035000000000001,0.03215587038162707,1234
49,"(2, 2)",0.522,0.027906092524751663,1234
49,"(2, 4)",0.49800000000000005,0.03201171660501824,1234
49,"(3, 1)",0.511,0.03646916505762095,1234
49,"(3, 3)",0.5130000000000001,0.029899832775452124,1234
0,"(0, 0)",0.5035000000000001,0.053091901453988254,1235
0,"(0, 2)",0.5145,0.054037024344425186,1235
0,"(0, 4)",0.512,0.03853245385386195,1235
0,"(1, 1)",0.4959999999999999,0.05136876482844414,1235
0,"(1, 3)",0.5245,0.030347981810987055,1235
0,"(2, 0)",0.49650000000000005,0.04650537603331469,1235
0,"(2, 2)",0.5194999999999999,0.05791372894228105,1235
0,"(2, 4)",0.5025000000000001,0.033600595232822876,1235
0,"(3, 1)",0.509,0.0548270006474912,1235
0,"(3, 3)",0.4835,0.04874423042781577,1235
1,"(0, 0)",0.49000000000000005,0.034824560298731704,1235
1,"(0, 2)",0.5159999999999999,0.03733630940518896,1235
1,"(0, 4)",0.52,0.033151168908501574,1235
1,"(1, 1)",0.49400000000000005,0.04350574674683795,1235
1,"(1, 3)",0.5315000000000001,0.035815499438092445,1235
1,"(2, 0)",0.49399999999999994,0.031953090617340925,1235
1,"(2, 2)",0.52,0.04932291556670186,1235
1,"(2, 4)",0.541,0.0343911325780353,1235
1,"(3, 1)",0.534,0.03144439536706026,1235
1,"(3, 3)",0.5065000000000001,0.04126439142893061,1235
2,"(0, 0)",0.491,0.02801785145224382,1235
2,"(0, 2)",0.5010000000000001,0.035954832776693604,1235
2,"(0, 4)",0.5255000000000003,0.038791107228332636,1235
2,"(1, 1)",0.49549999999999994,0.0332264954516723,1235
2,"(1, 3)",0.4915,0.03492849839314596,1235
2,"(2, 0)",0.488,0.03661966684720112,1235
2,"(2, 2)",0.5135,0.04375785643744446,1235
2,"(2, 4)",0.5459999999999999,0.0360416425818802,1235
2,"(3, 1)",0.545,0.041109609582188934,1235
2,"(3, 3)",0.48950000000000005,0.030675723300355943,1235
3,"(0, 0)",0.4920000000000001,0.035337656968169255,1235
3,"(0, 2)",0.5095,0.04905099387372288,1235
3,"(0, 4)",0.4915000000000001,0.04373499742768942,1235
3,"(1, 1)",0.4959999999999999,0.03771935842508461,1235
3,"(1, 3)",0.5175000000000001,0.03511053972812153,1235
3,"(2, 0)",0.48649999999999993,0.03166622806713804,1235
3,"(2, 2)",0.5009999999999999,0.04123105625617662,1235
3,"(2, 4)",0.518,0.037453304260105014,1235
3,"(3, 1)",0.521,0.04616275555033516,1235
3,"(3, 3)",0.5069999999999999,0.03185514087239296,1235
4,"(0, 0)",0.5035000000000001,0.03472751070837069,1235
4,"(0, 2)",0.5245000000000001,0.034554305086341996,1235
4,"(0, 4)",0.5149999999999999,0.03789459064299284,1235
4,"(1, 1)",0.5040000000000001,0.04121589499210226,1235
4,"(1, 3)",0.525,0.030211752680041594,1235
4,"(2, 0)",0.5015000000000001,0.028332843133014395,1235
4,"(2, 2)",0.5184999999999998,0.038636122993903,1235
4,"(2, 4)",0.5315000000000001,0.045307284182568255,1235
4,"(3, 1)",0.5269999999999999,0.04387197283004265,1235
4,"(3, 3)",0.489,0.04604345773288536,1235
5,"(0, 0)",0.5135,0.028857408061016162,1235
5,"(0, 2)",0.5255,0.04237924020083419,1235
5,"(0, 4)",0.5250000000000001,0.02593742469868589,1235
5,"(1, 1)",0.48900000000000005,0.028613807855648998,1235
5,"(1, 3)",0.5145000000000001,0.026995369973386182,1235
5,"(2, 0)",0.5095,0.035369478367654805,1235
5,"(2, 2)",0.5195,0.02605762844159078,1235
5,"(2, 4)",0.5359999999999999,0.04174625731727337,1235
5,"(3, 1)",0.5299999999999999,0.05098038838612354,1235
5,"(3, 3)",0.5125,0.02930443652418522,1235
6,"(0, 0)",0.5085,0.03254228019054596,1235
6,"(0, 2)",0.5399999999999998,0.042458803562983254,1235
6,"(0, 4)",0.508,0.030347981810987044,1235
6,"(1, 1)",0.49300000000000005,0.03581549943809245,1235
6,"(1, 3)",0.49000000000000005,0.0433704968844029,1235
6,"(2, 0)",0.5115000000000001,0.04062019202317981,1235
6,"(2, 2)",0.5115000000000001,0.03806573262134856,1235
6,"(2, 4)",0.517,0.04386342439892261,1235
6,"(3, 1)",0.531,0.0351567916624939,1235
6,"(3, 3)",0.5135,0.04207136793592525,1235
7,"(0, 0)",0.5195000000000001,0.027472713735632325,1235
7,"(0, 2)",0.5370000000000001,0.03561951712193753,1235
7,"(0, 4)",0.4734999999999999,0.04444097208657795,1235
7,"(1, 1)",0.5219999999999999,0.04165333119931707,1235
7,"(1, 3)",0.48100000000000004,0.030659419433511793,1235
7,"(2, 0)",0.518,0.03891978931083775,1235
7,"(2, 2)",0.503,0.03374537005279392,1235
7,"(2, 4)",0.49149999999999994,0.04219004621945798,1235
7,"(3, 1)",0.521,0.04576843890717709,1235
7,"(3, 3)",0.5035000000000001,0.03169779172119093,1235
8,"(0, 0)",0.5275000000000001,0.0351390096616282,1235
8,"(0, 2)",0.5309999999999999,0.04028337125911882,1235
8,"(0, 4)",0.508,0.027640549922170517,1235
8,"(1, 1)",0.5475000000000001,0.04608687448721165,1235
8,"(1, 3)",0.4750000000000001,0.02821347195933178,1235
8,"(2, 0)",0.5185,0.03140063693621518,1235
8,"(2, 2)",0.5080000000000001,0.02853068523537423,1235
8,"(2, 4)",0.5085,0.03345145736735548,1235
8,"(3, 1)",0.4765,0.044595403350569655,1235
8,"(3, 3)",0.517,0.03904804732633887,1235
9,"(0, 0)",0.513,0.032710854467592254,1235
9,"(0, 2)",0.5205,0.035791060336346575,1235
9,"(0, 4)",0.5085,0.03132091952673167,1235
9,"(1, 1)",0.5205,0.037719358425084615,1235
9,"(1, 3)",0.483,0.03442019755899144,1235
9,"(2, 0)",0.5110000000000001,0.03850649295898031,1235
9,"(2, 2)",0.5035000000000001,0.033391615714128006,1235
9,"(2, 4)",0.5195000000000001,0.03824591481452627,1235
9,"(3, 1)",0.49149999999999994,0.03584340943604557,1235
9,"(3, 3)",0.522,0.03374907406137243,1235
10,"(0, 0)",0.5165000000000001,0.0267348087705897,1235
10,"(0, 2)",0.49949999999999994,0.03915035121170691,1235
10,"(0, 4)",0.505,0.0391024295920343,1235
10,"(1, 1)",0.514,0.042261093218230884,1235
10,"(1, 3)",0.48450000000000004,0.02638181191654585,1235
10,"(2, 0)",0.5185000000000002,0.037319565913874204,1235
10,"(2, 2)",0.5155000000000001,0.03694590640382235,1235
10,"(2, 4)",0.4995000000000001,0.04339066719929528,1235
10,"(3, 1)",0.5055000000000001,0.029811910371527698,1235
10,"(3, 3)",0.517,0.03404041715373067,1235
11,"(0, 0)",0.509,0.03392639090737476,1235
11,"(0, 2)",0.5334999999999999,0.03623189202898464,1235
11,"(0, 4)",0.4765,0.03247691487810997,1235
11,"(1, 1)",0.504,0.03761648574760807,1235
11,"(1, 3)",0.505,0.03368976105584605,1235
11,"(2, 0)",0.525,0.029643717715563293,1235
11,"(2, 2)",0.5129999999999999,0.039048047326338875,1235
11,"(2, 4)",0.49749999999999994,0.03866522985836241,1235
11,"(3, 1)",0.5025000000000001,0.03753331853167263,1235
11,"(3, 3)",0.4835000000000001,0.04182104733265297,1235
12,"(0, 0)",0.5045,0.03667083309661782,1235
12,"(0, 2)",0.5279999999999999,0.030540956108150913,1235
12,"(0, 4)",0.506,0.030016662039607272,1235
12,"(1, 1)",0.49750000000000005,0.03734635189680515,1235
12,"(1, 3)",0.49899999999999994,0.03618010503025109,1235
12,"(2, 0)",0.5245,0.04172529209005013,1235
12,"(2, 2)",0.5014999999999998,0.04391753636077506,1235
12,"(2, 4)",0.48250000000000004,0.05025932749251626,1235
12,"(3, 1)",0.5065,0.0384187454245971,1235
12,"(3, 3)",0.488,0.03278337993557103,1235
13,"(0, 0)",0.49050000000000005,0.03938273733503044,1235
13,"(0, 2)",0.506,0.03903844259188627,1235
13,"(0, 4)",0.4685,0.03747999466382034,1235
13,"(1, 1)",0.5090000000000001,0.025782746168707488,1235
13,"(1, 3)",0.49850000000000005,0.03879432948254165,1235
13,"(2, 0)",0.528,0.03840247387864486,1235
13,"(2, 2)",0.5045,0.03593048844644337,1235
13,"(2, 4)",0.49000000000000005,0.03891978931083775,1235
13,"(3, 1)",0.5200000000000002,0.024677925358506145,1235
13,"(3, 3)",0.49650000000000005,0.03303028912982751,1235
14,"(0, 0)",0.49700000000000005,0.032542280190545975,1235
14,"(0, 2)",0.5205000000000001,0.04130375285612678,1235
14,"(0, 4)",0.5049999999999999,0.043863424398922615,1235
14,"(1, 1)",0.5155000000000001,0.02654712790491658,1235
14,"(1, 3)",0.5190000000000001,0.04248529157249601,1235
14,"(2, 0)",0.5075000000000001,0.0360416425818802,1235
14,"(2, 2)",0.5199999999999999,0.0402336923485777,1235
14,"(2, 4)",0.4950000000000001,0.036345563690772506,1235
14,"(3, 1)",0.5075000000000001,0.03891978931083775,1235
14,"(3, 3)",0.504,0.029308701779505703,1235
15,"(0, 0)",0.5035000000000001,0.028683619018526944,1235
15,"(0, 2)",0.49250000000000005,0.03491060010942236,1235
15,"(0, 4)",0.5145000000000001,0.02856571371417141,1235
15,"(1, 1)",0.49499999999999994,0.03994996871087637,1235
15,"(1, 3)",0.5240000000000001,0.03241913015489466,1235
15,"(2, 0)",0.5135,0.0424116729214965,1235
15,"(2, 2)",0.533,0.03734635189680514,1235
15,"(2, 4)",0.522,0.03948100809249937,1235
15,"(3, 1)",0.501,0.037745860700214545,1235
15,"(3, 3)",0.4965,0.025768197453450263,1235
16,"(0, 0)",0.5185000000000002,0.03556683848755748,1235
16,"(0, 2)",0.46699999999999997,0.04684815898197067,1235
16,"(0, 4)",0.5069999999999999,0.026995369973386186,1235
16,"(1, 1)",0.49650000000000005,0.022242976419535234,1235
16,"(1, 3)",0.5115000000000001,0.03878143885933063,1235
16,"(2, 0)",0.506,0.03832753579347362,1235
16,"(2, 2)",0.5395,0.037815340802378083,1235
16,"(2, 4)",0.5110000000000001,0.040678618462283114,1235
16,"(3, 1)",0.503,0.03244610916581525,1235
16,"(3, 3)",0.501,0.027179955849853783,1235
17,"(0, 0)",0.5225000000000001,0.0295972971738975,1235
17,"(0, 2)",0.5015000000000001,0.04545327270945405,1235
17,"(0, 4)",0.535,0.03891015291668744,1235
17,"(1, 1)",0.5035000000000001,0.03634556369077251,1235
17,"(1, 3)",0.509,0.03338787204959312,1235
17,"(2, 0)",0.5235000000000001,0.04380639222761903,1235
17,"(2, 2)",0.5335,0.03760319135392635,1235
17,"(2, 4)",0.5165,0.034336569426778804,1235
17,"(3, 1)",0.504,0.022561028345356962,1235
17,"(3, 3)",0.5159999999999999,0.04374928570845474,1235
18,"(0, 0)",0.5295000000000001,0.03477067730142744,1235
18,"(0, 2)",0.4995,0.03963584236521283,1235
18,"(0, 4)",0.5105000000000001,0.040432041749088064,1235
18,"(1, 1)",0.49499999999999994,0.03853245385386196,1235
18,"(1, 3)",0.5145000000000001,0.03222964473896665,1235
18,"(2, 0)",0.5305,0.03866199684444663,1235
18,"(2, 2)",0.5215000000000001,0.040137264480778964,1235
18,"(2, 4)",0.5055,0.03613862199918531,1235
18,"(3, 1)",0.5169999999999999,0.01913112646970899,1235
18,"(3, 3)",0.509,0.027798381247835294,1235
19,"(0, 0)",0.5370000000000001,0.03424543765233554,1235
19,"(0, 2)",0.4780000000000001,0.027459060435491983,1235
19,"(0, 4)",0.534,0.0322335229225724,1235
19,"(1, 1)",0.523,0.038000000000000006,1235
19,"(1, 3)",0.53,0.030430248109405877,1235
19,"(2, 0)",0.5315,0.04267317658670375,1235
19,"(2, 2)",0.502,0.03866199684444662,1235
19,"(2, 4)",0.5035000000000001,0.036231892028984636,1235
19,"(3, 1)",0.5425,0.02593742469868589,1235
19,"(3, 3)",0.5005,0.03904804732633886,1235
20,"(0, 0)",0.534,0.035482389998420356,1235
20,"(0, 2)",0.509,0.02135415650406263,1235
20,"(0, 4)",0.5190000000000001,0.034767082132384955,1235
20,"(1, 1)",0.5165,0.032186953878862175,1235
20,"(1, 3)",0.5289999999999999,0.03713488925525429,1235
20,"(2, 0)",0.5349999999999999,0.03477067730142744,1235
20,"(2, 2)",0.501,0.05068530358989676,1235
20,"(2, 4)",0.49449999999999994,0.03479942528261064,1235
20,"(3, 1)",0.534,0.03976179070414208,1235
20,"(3, 3)",0.501,0.03185514087239296,1235
21,"(0, 0)",0.5219999999999999,0.041143043154341405,1235
21,"(0, 2)",0.506,0.03192177939902474,1235
21,"(0, 4)",0.5200000000000001,0.027820855486487123,1235
21,"(1, 1)",0.5069999999999999,0.033837848631377274,1235
21,"(1, 3)",0.5345000000000001,0.03636963018783667,1235
21,"(2, 0)",0.5365,0.03037680035816809,1235
21,"(2, 2)",0.4995000000000001,0.0459782557302906,1235
21,"(2, 4)",0.4974999999999999,0.030376800358168084,1235
21,"(3, 1)",0.5455000000000001,0.026381811916545848,1235
21,"(3, 3)",0.5259999999999999,0.02906458325866725,1235
22,"(0, 0)",0.522,0.038288379438153296,1235
22,"(0, 2)",0.52,0.038765319552404066,1235
22,"(0, 4)",0.5100000000000001,0.033507461855533015,1235
22,"(1, 1)",0.4875000000000001,0.04018395202067613,1235
22,"(1, 3)",0.5414999999999999,0.04276388663346681,1235
22,"(2, 0)",0.5469999999999999,0.03201171660501823,1235
22,"(2, 2)",0.5145000000000002,0.037745860700214545,1235
22,"(2, 4)",0.475,0.03277193921634789,1235
22,"(3, 1)",0.549,0.032322592717787986,1235
22,"(3, 3)",0.5065000000000001,0.03837642505497353,1235
23,"(0, 0)",0.5174999999999998,0.041578239500969734,1235
23,"(0, 2)",0.5174999999999998,0.030573681492420908,1235
23,"(0, 4)",0.5125,0.03140063693621518,1235
23,"(1, 1)",0.5045,0.0439203825119955,1235
23,"(1, 3)",0.5135000000000001,0.03655133376499413,1235
23,"(2, 0)",0.5455000000000001,0.03102821296820042,1235
23,"(2, 2)",0.5310000000000001,0.02729010809799038,1235
23,"(2, 4)",0.4714999999999999,0.039808918598726095,1235
23,"(3, 1)",0.534,0.03138072656902642,1235
23,"(3, 3)",0.5069999999999999,0.032476914878109976,1235
24,"(0, 0)",0.5239999999999999,0.04689349635077343,1235
24,"(0, 2)",0.5165000000000001,0.03874274125562104,1235
24,"(0, 4)",0.511,0.029086079144497987,1235
24,"(1, 1)",0.5005000000000001,0.04006245124802026,1235
24,"(1, 3)",0.514,0.05595533933415113,1235
24,"(2, 0)",0.5145000000000001,0.037131522995966657,1235
24,"(2, 2)",0.5275000000000001,0.02779838124783529,1235
24,"(2, 4)",0.48900000000000005,0.04085033659592049,1235
24,"(3, 1)",0.535,0.024718414188616554,1235
24,"(3, 3)",0.49849999999999994,0.03835361782153022,1235
25,"(0, 0)",0.5045000000000001,0.030376800358168084,1235
25,"(0, 2)",0.5069999999999999,0.03863612299390301,1235
25,"(0, 4)",0.5144999999999998,0.02692118125194362,1235
25,"(1, 1)",0.49549999999999994,0.044384682042344296,1235
25,"(1, 3)",0.532,0.03876531955240405,1235
25,"(2, 0)",0.4995000000000001,0.03409912022325504,1235
25,"(2, 2)",0.5425000000000001,0.03636963018783668,1235
25,"(2, 4)",0.5185000000000001,0.04068169121361599,1235
25,"(3, 1)",0.5395000000000001,0.05068530358989675,1235
25,"(3, 3)",0.49849999999999994,0.03584340943604556,1235
26,"(0, 0)",0.5245000000000001,0.03487119154832539,1235
26,"(0, 2)",0.5125,0.04048147724577254,1235
26,"(0, 4)",0.5029999999999999,0.02692118125194362,1235
26,"(1, 1)",0.5040000000000001,0.06132699242584785,1235
26,"(1, 3)",0.5480000000000002,0.03636963018783668,1235
26,"(2, 0)",0.49749999999999994,0.03694252292413175,1235
26,"(2, 2)",0.5130000000000001,0.024753787588973137,1235
26,"(2, 4)",0.5325000000000001,0.028368115905008585,1235
26,"(3, 1)",0.5405,0.03491060010942236,1235
26,"(3, 3)",0.504,0.04077683165720456,1235
27,"(0, 0)",0.5109999999999999,0.039859126934743576,1235
27,"(0, 2)",0.5085,0.03263050719801947,1235
27,"(0, 4)",0.4915000000000001,0.0433474336033865,1235
27,"(1, 1)",0.48950000000000005,0.0471805044483418,1235
27,"(1, 3)",0.511,0.03556332380416656,1235
27,"(2, 0)",0.47750000000000004,0.029899832775452117,1235
27,"(2, 2)",0.48949999999999994,0.03782856063875548,1235
27,"(2, 4)",0.5119999999999999,0.03940494892776795,1235
27,"(3, 1)",0.5185000000000001,0.023748684174075836,1235
27,"(3, 3)",0.504,0.05160184105242758,1235
28,"(0, 0)",0.5225,0.04065402809070709,1235
28,"(0, 2)",0.5219999999999999,0.0367287353444139,1235
28,"(0, 4)",0.479,0.03134884367883448,1235
28,"(1, 1)",0.5209999999999999,0.033357907608241866,1235
28,"(1, 3)",0.49650000000000005,0.03353729267546801,1235
28,"(2, 0)",0.48950000000000005,0.039022429447690736,1235
28,"(2, 2)",0.5085,0.029912372022292057,1235
28,"(2, 4)",0.5265000000000001,0.037469987990390384,1235
28,"(3, 1)",0.5045,0.03070423423568809,1235
28,"(3, 3)",0.5125,0.04288356328478314,1235
29,"(0, 0)",0.523,0.03718534657630612,1235
29,"(0, 2)",0.5185000000000001,0.04018395202067612,1235
29,"(0, 4)",0.475,0.028879058156387315,1235
29,"(1, 1)",0.534,0.03335790760824187,1235
29,"(1, 3)",0.4925,0.034510867853474785,1235
29,"(2, 0)",0.493,0.04409081537009721,1235
29,"(2, 2)",0.531,0.03584340943604556,1235
29,"(2, 4)",0.5039999999999999,0.029342801502242447,1235
29,"(3, 1)",0.5025000000000001,0.03201562118716426,1235
29,"(3, 3)",0.5085,0.03238826948140331,1235
30,"(0, 0)",0.508,0.030704234235688087,1235
30,"(0, 2)",0.512,0.02703701166919156,1235
30,"(0, 4)",0.48100000000000004,0.02903015673398956,1235
30,"(1, 1)",0.5065000000000001,0.03682390527904394,1235
30,"(1, 3)",0.5149999999999999,0.03201171660501824,1235
30,"(2, 0)",0.488,0.041167341424969375,1235
30,"(2, 2)",0.522,0.02987892233665734,1235
30,"(2, 4)",0.5035000000000001,0.04210403781111736,1235
30,"(3, 1)",0.5085,0.028460498941515432,1235
30,"(3, 3)",0.49000000000000005,0.047843494855622754,1235
31,"(0, 0)",0.48549999999999993,0.031080540535840112,1235
31,"(0, 2)",0.4995,0.0343329288002058,1235
31,"(0, 4)",0.5025000000000001,0.04001249804748513,1235
31,"(1, 1)",0.5145000000000001,0.04342810150121693,1235
31,"(1, 3)",0.5144999999999998,0.026664583251946775,1235
31,"(2, 0)",0.501,0.027000000000000014,1235
31,"(2, 2)",0.5255,0.03527038417709682,1235
31,"(2, 4)",0.5085,0.028613807855649015,1235
31,"(3, 1)",0.507,0.035369478367654805,1235
31,"(3, 3)",0.49349999999999994,0.03264965543462902,1235
32,"(0, 0)",0.488,0.04224630161327736,1235
32,"(0, 2)",0.501,0.0363971152703068,1235
32,"(0, 4)",0.5105000000000002,0.0455411901469428,1235
32,"(1, 1)",0.5115,0.038141185089087086,1235
32,"(1, 3)",0.508,0.028892040426387346,1235
32,"(2, 0)",0.4875,0.036674241641784504,1235
32,"(2, 2)",0.5129999999999999,0.028390139133156796,1235
32,"(2, 4)",0.534,0.038894086954188826,1235
32,"(3, 1)",0.5205,0.03612132334231403,1235
32,"(3, 3)",0.49549999999999994,0.03774586070021455,1235
33,"(0, 0)",0.5015,0.04384917331033735,1235
33,"(0, 2)",0.4995,0.022803508501982775,1235
33,"(0, 4)",0.5035000000000001,0.04499722213648306,1235
33,"(1, 1)",0.5305000000000001,0.03122098653149833,1235
33,"(1, 3)",0.5145000000000001,0.03494281041931231,1235
33,"(2, 0)",0.487,0.02837252191822223,1235
33,"(2, 2)",0.5075000000000001,0.036110940170535594,1235
33,"(2, 4)",0.5155000000000001,0.03338787204959309,1235
33,"(3, 1)",0.5265000000000001,0.030919249667480636,1235
33,"(3, 3)",0.48950000000000016,0.037453304260105014,1235
34,"(0, 0)",0.5095000000000001,0.03687817782917156,1235
34,"(0, 2)",0.511,0.04104570623098111,1235
34,"(0, 4)",0.5145000000000001,0.04449719092257399,1235
34,"(1, 1)",0.5270000000000001,0.029643717715563286,1235
34,"(1, 3)",0.5035000000000001,0.0342928563989645,1235
34,"(2, 0)",0.49749999999999994,0.027037011669191563,1235
34,"(2, 2)",0.5215,0.046997340350279394,1235
34,"(2, 4)",0.5109999999999999,0.03037680035816808,1235
34,"(3, 1)",0.5295000000000001,0.038405728739343045,1235
34,"(3, 3)",0.5035000000000001,0.043459751494917695,1235
35,"(0, 0)",0.5349999999999999,0.026153393661244063,1235
35,"(0, 2)",0.513,0.03144439536706026,1235
35,"(0, 4)",0.5355,0.03380458548777074,1235
35,"(1, 1)",0.5185000000000001,0.032465366161495854,1235
35,"(1, 3)",0.5414999999999999,0.03447825401611864,1235
35,"(2, 0)",0.497,0.04749736834815167,1235
35,"(2, 2)",0.5339999999999999,0.03827205246651923,1235
35,"(2, 4)",0.5075,0.03716180835212411,1235
35,"(3, 1)",0.521,0.03047539991534157,1235
35,"(3, 3)",0.5085,0.03745330426010502,1235
36,"(0, 0)",0.524,0.028301943396169826,1235
36,"(0, 2)",0.5189999999999999,0.03096368841078209,1235
36,"(0, 4)",0.539,0.036069377593742874,1235
36,"(1, 1)",0.5085,0.03807886552931955,1235
36,"(1, 3)",0.5419999999999999,0.04537345038676253,1235
36,"(2, 0)",0.5135000000000001,0.03536947836765479,1235
36,"(2, 2)",0.526,0.03382306905057554,1235
36,"(2, 4)",0.5105000000000001,0.021189620100417108,1235
36,"(3, 1)",0.5189999999999999,0.03919183588453086,1235
36,"(3, 3)",0.49749999999999994,0.041167341424969375,1235
37,"(0, 0)",0.548,0.03897114317029975,1235
37,"(0, 2)",0.5195000000000002,0.04431703961232069,1235
37,"(0, 4)",0.5245000000000001,0.041698321309136664,1235
37,"(1, 1)",0.5455000000000001,0.03456515586540875,1235
37,"(1, 3)",0.5290000000000001,0.03682390527904395,1235
37,"(2, 0)",0.52,0.03138470965295045,1235
37,"(2, 2)",0.5215,0.0348425027803687,1235
37,"(2, 4)",0.5144999999999998,0.025612496949731414,1235
37,"(3, 1)",0.48150000000000004,0.03625948151863179,1235
37,"(3, 3)",0.5050000000000001,0.03824591481452627,1235
38,"(0, 0)",0.524,0.02906458325866725,1235
38,"(0, 2)",0.5175,0.04848711168960263,1235
38,"(0, 4)",0.5275000000000001,0.035580893749314405,1235
38,"(1, 1)",0.5429999999999999,0.0375632799419859,1235
38,"(1, 3)",0.5405,0.028017851452243808,1235
38,"(2, 0)",0.53,0.034278273002005234,1235
38,"(2, 2)",0.5455,0.023339880033967628,1235
38,"(2, 4)",0.5135,0.03707762128292484,1235
38,"(3, 1)",0.48599999999999993,0.03667083309661781,1235
38,"(3, 3)",0.4915,0.02535251466817446,1235
39,"(0, 0)",0.5154999999999998,0.032802438933713464,1235
39,"(0, 2)",0.517,0.03150793550837633,1235
39,"(0, 4)",0.5255000000000001,0.03433656942677881,1235
39,"(1, 1)",0.5415,0.027069355367278343,1235
39,"(1, 3)",0.5365000000000001,0.026944387170614974,1235
39,"(2, 0)",0.542,0.030540956108150906,1235
39,"(2, 2)",0.521,0.035954832776693604,1235
39,"(2, 4)",0.499,0.04581211630125813,1235
39,"(3, 1)",0.4955,0.033297897831544875,1235
39,"(3, 3)",0.493,0.033357907608241866,1235
40,"(0, 0)",0.49350000000000005,0.03687817782917154,1235
40,"(0, 2)",0.5199999999999999,0.025961509971494344,1235
40,"(0, 4)",0.5385000000000001,0.042127781807258735,1235
40,"(1, 1)",0.5235,0.03234192325759247,1235
40,"(1, 3)",0.5175,0.031559467676119,1235
40,"(2, 0)",0.5335,0.034245437652335536,1235
40,"(2, 2)",0.528,0.04165033013074448,1235
40,"(2, 4)",0.502,0.035563323804166574,1235
40,"(3, 1)",0.4915000000000001,0.03800986713999405,1235
40,"(3, 3)",0.49349999999999994,0.029512709126747427,1235
41,"(0, 0)",0.5105,0.0359722114972099,1235
41,"(0, 2)",0.506,0.03960744879438716,1235
41,"(0, 4)",0.5435000000000001,0.04205948168962619,1235
41,"(1, 1)",0.5295000000000001,0.03598263470064415,1235
41,"(1, 3)",0.5125000000000001,0.02628687885618985,1235
41,"(2, 0)",0.513,0.04104570623098109,1235
41,"(2, 2)",0.492,0.029899832775452124,1235
41,"(2, 4)",0.49450000000000005,0.02854382595238418,1235
41,"(3, 1)",0.5225000000000001,0.02976575213227444,1235
41,"(3, 3)",0.5079999999999999,0.03455430508634199,1235
42,"(0, 0)",0.5355,0.03659234892706398,1235
42,"(0, 2)",0.5259999999999999,0.029133314263914436,1235
42,"(0, 4)",0.5375,0.040484564959994335,1235
42,"(1, 1)",0.5215,0.026697378148425006,1235
42,"(1, 3)",0.5235000000000001,0.0237644692766323,1235
42,"(2, 0)",0.516,0.03184336665618133,1235
42,"(2, 2)",0.5320000000000001,0.02673948391424189,1235
42,"(2, 4)",0.49000000000000005,0.042104037811117365,1235
42,"(3, 1)",0.516,0.02418677324489567,1235
42,"(3, 3)",0.5065000000000001,0.033387872049593106,1235
43,"(0, 0)",0.5335,0.02836811590500858,1235
43,"(0, 2)",0.5185,0.037469987990390384,1235
43,"(0, 4)",0.55,0.03338787204959312,1235
43,"(1, 1)",0.535,0.03182373328193913,1235
43,"(1, 3)",0.4965,0.03096772513440406,1235
43,"(2, 0)",0.4999999999999999,0.027977669667075575,1235
43,"(2, 2)",0.5174999999999998,0.028788018340969584,1235
43,"(2, 4)",0.48100000000000004,0.03863612299390301,1235
43,"(3, 1)",0.507,0.03800986713999406,1235
43,"(3, 3)",0.49350000000000005,0.03284432979983,1235
44,"(0, 0)",0.5525,0.03314739808793446,1235
44,"(0, 2)",0.5110000000000001,0.03871369266809872,1235
44,"(0, 4)",0.5635,0.030099833886584833,1235
44,"(1, 1)",0.5435000000000001,0.033357907608241866,1235
44,"(1, 3)",0.506,0.03645202326346234,1235
44,"(2, 0)",0.49349999999999994,0.03470950878361722,1235
44,"(2, 2)",0.523,0.03458323293158118,1235
44,"(2, 4)",0.5085000000000001,0.03793415347678132,1235
44,"(3, 1)",0.5235000000000001,0.04224630161327735,1235
44,"(3, 3)",0.5075000000000001,0.023210988776870344,1235
45,"(0, 0)",0.5505,0.039808918598726095,1235
45,"(0, 2)",0.5130000000000001,0.036207733980463355,1235
45,"(0, 4)",0.5545,0.04073082370883261,1235
45,"(1, 1)",0.5349999999999999,0.041545156155681974,1235
45,"(1, 3)",0.49450000000000005,0.03940494892776794,1235
45,"(2, 0)",0.4760000000000001,0.030573681492420908,1235
45,"(2, 2)",0.507,0.03407345007480164,1235
45,"(2, 4)",0.5165000000000001,0.03655133376499413,1235
45,"(3, 1)",0.5165,0.03293554311074893,1235
45,"(3, 3)",0.5065000000000001,0.03439113257803529,1235
46,"(0, 0)",0.528,0.03917588543989787,1235
46,"(0, 2)",0.514,0.038245914814526286,1235
46,"(0, 4)",0.523,0.03667083309661781,1235
