gen,island,rle_novelty,diversity,temp,resource,seed
11,"(2, 4)",0.4833333333333334,0.034149995932975206,0.5,0.9487750061005376,1234
11,"(3, 1)",0.5326666666666667,0.05018189137749016,0.5,0.9247271629337652,1234
11,"(3, 3)",0.5326666666666667,0.03667272677193352,0.5,0.9449909098420997,1234
12,"(0, 0)",0.5253333333333333,0.0511033810579648,0.5,0.923344928413052,1234
12,"(0, 2)",0.508,0.026195843605851345,0.5,0.9607062345912223,1234
12,"(0, 4)",0.5066666666666667,0.037022515671772865,0.5,0.9444662264923406,1234
12,"(1, 1)",0.508,0.018330302779823376,0.5,0.9725045458302652,1234
12,"(1, 3)",0.4873333333333333,0.03283629428273268,0.5,0.9507455585759003,1234
12,"(2, 0)",0.5160000000000001,0.028331372481167717,0.5,0.957502941278249,1234
12,"(2, 2)",0.48133333333333334,0.03011090610836327,0.5,0.9548336408374544,1234
12,"(2, 4)",0.48333333333333334,0.040966110655299245,0.5,0.9385508340170509,1234
12,"(3, 1)",0.5046666666666668,0.04932432350158377,0.5,0.9260135147476242,1234
12,"(3, 3)",0.5233333333333333,0.04511713150850303,0.5,0.9323243027372454,1234
13,"(0, 0)",0.5113333333333333,0.035739800409813886,0.5,0.9463902993852787,1234
13,"(0, 2)",0.5166666666666667,0.0296348143611905,0.5,0.9555477784582147,1234
13,"(0, 4)",0.4740000000000001,0.034922135609890124,0.5,0.9476167965851642,1234
13,"(1, 1)",0.49866666666666665,0.0416119640915393,0.5,0.9375820538626913,1234
13,"(1, 3)",0.4893333333333334,0.04467164151400256,0.5,0.9329925377289963,1234
13,"(2, 0)",0.5193333333333334,0.029028721409436332,0.5,0.9564569178858453,1234
13,"(2, 2)",0.48666666666666664,0.02508651696296905,0.5,0.9623702245555468,1234
13,"(2, 4)",0.47666666666666674,0.057827329179203836,0.5,0.9132590062311937,1234
13,"(3, 1)",0.5166666666666666,0.0339934634239519,0.5,0.9490098048640729,1234
13,"(3, 3)",0.52,0.02649947588580239,0.5,0.9602507861712958,1234
14,"(0, 0)",0.4926666666666667,0.03983298465677241,0.5,0.9402505230148414,1234
14,"(0, 2)",0.5166666666666667,0.032000000000000015,0.5,0.9520000000000003,1234
14,"(0, 4)",0.4746666666666667,0.0412795348811006,0.5,0.9380806976783498,1234
14,"(1, 1)",0.49866666666666665,0.03286335345030998,0.5,0.9507049698245353,1234
14,"(1, 3)",0.5120000000000001,0.02694851057521034,0.5,0.9595772341371852,1234
14,"(2, 0)",0.48799999999999993,0.02867441755680877,0.5,0.9569883736647868,1234
14,"(2, 2)",0.502,0.029769484749021476,0.5,0.9553457728764677,1234
14,"(2, 4)",0.5286666666666667,0.02820559440174158,0.5,0.9576916083973882,1234
14,"(3, 1)",0.506,0.03028751117760147,0.5,0.954568733233598,1234
14,"(3, 3)",0.5359999999999999,0.0357398004098139,0.5,0.9463902993852787,1234
15,"(0, 0)",0.5046666666666667,0.038620662287893986,0.5,0.9420690065681594,1234
15,"(0, 2)",0.508,0.041579909678700476,0.5,0.9376301354819491,1234
15,"(0, 4)",0.5086666666666667,0.04040901989517798,0.5,0.9393864701572332,1234
15,"(1, 1)",0.494,0.03414999593297521,0.5,0.9487750061005376,1234
15,"(1, 3)",0.5213333333333333,0.03151013946159061,0.5,0.9527347908076147,1234
15,"(2, 0)",0.48999999999999994,0.035339622081862865,0.5,0.9469905668772063,1234
15,"(2, 2)",0.5106666666666668,0.03213858878185053,0.5,0.9517921168272244,1234
15,"(2, 4)",0.506,0.030724582991474444,0.5,0.9539131255127877,1234
15,"(3, 1)",0.49800000000000005,0.034448028487370184,0.5,0.9483279572689443,1234
15,"(3, 3)",0.5166666666666667,0.030955164709983746,0.5,0.9535672529350244,1234
16,"(0, 0)",0.5086666666666667,0.03442221504913491,0.5,0.948366677426298,1234
16,"(0, 2)",0.5213333333333334,0.03434465832637669,0.5,0.9484830125104357,1234
16,"(0, 4)",0.51,0.04096611065529923,0.5,0.9385508340170509,1234
16,"(1, 1)",0.5053333333333334,0.031972210155418145,0.5,0.9520416847668736,1234
16,"(1, 3)",0.538,0.022568414506414364,0.5,0.9661473782403787,1234
16,"(2, 0)",0.49533333333333346,0.041225666223307485,0.5,0.9381615006650381,1234
16,"(2, 2)",0.47800000000000004,0.03453822359196966,0.5,0.948192664612045,1234
16,"(2, 4)",0.5106666666666666,0.03222145592958554,0.5,0.9516678161056221,1234
16,"(3, 1)",0.5066666666666666,0.023720595832876275,0.5,0.9644191062506848,1234
16,"(3, 3)",0.522,0.034730710073682954,0.5,0.947903934889476,1234
17,"(0, 0)",0.4973333333333334,0.028331372481167724,0.5,0.957502941278249,1234
17,"(0, 2)",0.5279999999999999,0.032249030993194205,0.5,0.9516264535102084,1234
17,"(0, 4)",0.524,0.03218004902972579,0.5,0.9517299264554121,1234
17,"(1, 1)",0.49400000000000005,0.02587147721590968,0.5,0.9611927841761355,1234
17,"(1, 3)",0.5046666666666667,0.03923717058549909,0.5,0.9411442441217518,1234
17,"(2, 0)",0.4753333333333333,0.030594117081556706,0.5,0.9541088243776643,1234
17,"(2, 2)",0.49,0.030868898407440615,0.5,0.9536966523888398,1234
17,"(2, 4)",0.5133333333333333,0.026381811916545848,0.5,0.960427282125181,1234
17,"(3, 1)",0.516,0.023036203390894672,0.5,0.9654456949136577,1234
17,"(3, 3)",0.5253333333333334,0.03363860216411433,0.5,0.9495420967538284,1234
18,"(0, 0)",0.47933333333333333,0.03960920207336787,0.5,0.9405861968899489,1234
18,"(0, 2)",0.5326666666666667,0.0321800490297258,0.5,0.9517299264554121,1234
18,"(0, 4)",0.5086666666666667,0.048286183899284865,0.5,0.9275707241510719,1234
18,"(1, 1)",0.49399999999999994,0.03295788558482206,0.5,0.9505631716227666,1234
18,"(1, 3)",0.5039999999999999,0.04163331998932265,0.5,0.9375500200160161,1234
18,"(2, 0)",0.47933333333333333,0.03685406656289402,0.5,0.9447189001556596,1234
18,"(2, 2)",0.4900000000000001,0.030287511177601468,0.5,0.954568733233598,1234
18,"(2, 4)",0.5273333333333333,0.029858927568744933,0.5,0.9552116086468834,1234
18,"(3, 1)",0.5153333333333333,0.030983866769659345,0.5,0.953524199845511,1234
18,"(3, 3)",0.5526666666666669,0.04173993557999608,0.5,0.9373900966300055,1234
19,"(0, 0)",0.47600000000000003,0.033823069050575555,0.5,0.9492653964241362,1234
19,"(0, 2)",0.5226666666666666,0.029544693074880463,0.5,0.9556829603876801,1234
19,"(0, 4)",0.4906666666666666,0.041472882706655445,0.5,0.9377906759400164,1234
19,"(1, 1)",0.5153333333333335,0.03008137112714262,0.5,0.9548779433092854,1234
19,"(1, 3)",0.518,0.031297852251481344,0.5,0.9530532216227774,1234
19,"(2, 0)",0.5180000000000001,0.03785351884420905,0.5,0.9432197217336871,1234
19,"(2, 2)",0.5246666666666666,0.023795424396766345,0.5,0.9643068634048504,1234
19,"(2, 4)",0.5079999999999999,0.028487814158962007,0.5,0.9572682787615574,1234
19,"(3, 1)",0.5240000000000001,0.030066592756745822,0.5,0.9549001108648816,1234
19,"(3, 3)",0.5326666666666667,0.024349309823666235,0.5,0.9634760352645013,1234
20,"(0, 0)",0.5,0.03322649545167231,0.5,0.9501602568224912,1234
20,"(0, 2)",0.5066666666666667,0.04221637386396685,0.5,0.9366754392040496,1234
20,"(0, 4)",0.49466666666666664,0.02961981318869742,0.5,0.9555702802169543,1234
20,"(1, 1)",0.5273333333333333,0.029858927568744937,0.5,0.9552116086468834,1234
20,"(1, 3)",0.5386666666666666,0.03511251755270319,0.5,0.9473312236709449,1234
20,"(2, 0)",0.514,0.03037542866638539,0.5,0.9544368570004227,1234
20,"(2, 2)",0.4906666666666667,0.027325202042558946,0.5,0.9590121969361622,1234
20,"(2, 4)",0.49600000000000005,0.03138293945583953,0.5,0.9529255908162406,1234
20,"(3, 1)",0.5206666666666666,0.02644911256650319,0.5,0.9603263311502449,1234
20,"(3, 3)",0.49400000000000005,0.03159465496286076,0.5,0.9526080175557086,1234
21,"(0, 0)",0.5146666666666667,0.043939352142090896,0.5,0.9340909717868642,1234
21,"(0, 2)",0.5206666666666666,0.04404038550643666,0.5,0.9339394217403454,1234
21,"(0, 4)",0.514,0.02931817790306136,0.5,0.9560227331454076,1234
21,"(1, 1)",0.5246666666666667,0.041387061853783366,0.5,0.9379194072193244,1234
21,"(1, 3)",0.524,0.0361232458243842,0.5,0.9458151312634235,1234
21,"(2, 0)",0.5,0.03703451843288308,0.5,0.9444482223506747,1234
21,"(2, 2)",0.49599999999999994,0.04555826550205305,0.5,0.9316626017469212,1234
21,"(2, 4)",0.4886666666666667,0.04682829154356252,0.5,0.9297575626846563,1234
21,"(3, 1)",0.5386666666666665,0.02872087897138404,0.5,0.9569186815429234,1234
21,"(3, 3)",0.49066666666666675,0.03021405118299911,0.5,0.9546789232255006,1234
22,"(0, 0)",0.5106666666666667,0.04019950248448358,0.5,0.9397007462732745,1234
22,"(0, 2)",0.5026666666666667,0.029408993333483714,0.5,0.955886509999774,1234
22,"(0, 4)",0.49866666666666665,0.04657133119086129,0.5,0.9301430032137084,1234
22,"(1, 1)",0.512,0.04511713150850303,0.5,0.9323243027372454,1234
22,"(1, 3)",0.518,0.032000000000000015,0.5,0.9520000000000003,1234
22,"(2, 0)",0.5013333333333333,0.027373953556863763,0.5,0.958939069664704,1234
22,"(2, 2)",0.4993333333333333,0.03608631627393163,0.5,0.9458705255891033,1234
22,"(2, 4)",0.48933333333333345,0.025940101944458293,0.5,0.9610898470833126,1234
22,"(3, 1)",0.5146666666666667,0.030375428666385377,0.5,0.9544368570004227,1234
22,"(3, 3)",0.482,0.03721409529854097,0.5,0.9441788570521883,1234
23,"(0, 0)",0.5139999999999999,0.03709447398198283,0.5,0.9443582890270266,1234
23,"(0, 2)",0.4893333333333333,0.04224794538067963,0.5,0.9366280819289798,1234
23,"(0, 4)",0.4986666666666667,0.03586394041683405,0.5,0.9462040893747494,1234
23,"(1, 1)",0.5313333333333333,0.026699979192667724,0.5,0.9599500312109979,1234
23,"(1, 3)",0.5233333333333333,0.018135294011647263,0.5,0.9727970589825288,1234
23,"(2, 0)",0.5180000000000001,0.030081371127142615,0.5,0.9548779433092854,1234
23,"(2, 2)",0.5033333333333334,0.03604934889225541,0.5,0.945925976661617,1234
23,"(2, 4)",0.48933333333333334,0.03414999593297521,0.5,0.9487750061005376,1234
23,"(3, 1)",0.5026666666666667,0.04046397574798271,0.5,0.9393040363780255,1234
23,"(3, 3)",0.48133333333333334,0.03355923452974194,0.5,0.949661148205387,1234
24,"(0, 0)",0.5199999999999999,0.04170797951897881,0.5,0.9374380307215315,1234
24,"(0, 2)",0.49600000000000005,0.03618471132029845,0.5,0.9457229330195523,1234
24,"(0, 4)",0.492,0.04434210439550904,0.5,0.9334868434067358,1234
24,"(1, 1)",0.5066666666666667,0.039866443700602834,0.5,0.9402003344490963,1234
24,"(1, 3)",0.4953333333333333,0.03461534662865914,0.5,0.9480769800570112,1234
24,"(2, 0)",0.5000000000000001,0.03241398874971525,0.5,0.9513790168754268,1234
24,"(2, 2)",0.49533333333333335,0.025420901286583496,0.5,0.9618686480701246,1234
24,"(2, 4)",0.5073333333333333,0.03479463560186638,0.5,0.9478080465971996,1234
24,"(3, 1)",0.5106666666666666,0.03627058802329453,0.5,0.9455941179650575,1234
24,"(3, 3)",0.5106666666666667,0.027325202042558935,0.5,0.9590121969361622,1234
25,"(0, 0)",0.522,0.04795368135561185,0.5,0.9280694779665829,1234
25,"(0, 2)",0.516,0.038099285499278795,0.5,0.9428510717510815,1234
25,"(0, 4)",0.5013333333333334,0.04003331945600648,0.5,0.9399500208159902,1234
25,"(1, 1)",0.4866666666666667,0.035251477510406096,0.5,0.9471227837343906,1234
25,"(1, 3)",0.48800000000000004,0.032903900478008175,0.5,0.9506441492829872,1234
25,"(2, 0)",0.47866666666666663,0.03403266404826726,0.5,0.9489510039275997,1234
25,"(2, 2)",0.5060000000000001,0.02602562839459085,0.5,0.9609615574081145,1234
25,"(2, 4)",0.502,0.0412256662233075,0.5,0.9381615006650381,1234
25,"(3, 1)",0.49933333333333346,0.04224794538067965,0.5,0.9366280819289798,1234
25,"(3, 3)",0.5033333333333334,0.03095516470998374,0.5,0.9535672529350244,1234
26,"(0, 0)",0.5479999999999999,0.031155523854794465,0.5,0.9532667142178083,1234
26,"(0, 2)",0.526,0.031510139461590606,0.5,0.9527347908076147,1234
26,"(0, 4)",0.4866666666666667,0.04499876541516322,0.5,0.9325018518772556,1234
26,"(1, 1)",0.47,0.042687494916218996,0.5,0.9359687576256711,1234
26,"(1, 3)",0.4933333333333334,0.034922135609890124,0.5,0.9476167965851642,1234
26,"(2, 0)",0.48066666666666674,0.03636848452529562,0.5,0.9454472732120569,1234
26,"(2, 2)",0.5046666666666666,0.03355923452974192,0.5,0.949661148205387,1234
26,"(2, 4)",0.4773333333333333,0.04224794538067962,0.5,0.9366280819289798,1234
26,"(3, 1)",0.52,0.03533962208186287,0.5,0.9469905668772063,1234
26,"(3, 3)",0.49933333333333335,0.03286335345030998,0.5,0.9507049698245353,1234
27,"(0, 0)",0.5226666666666666,0.03479463560186637,0.5,0.9478080465971996,1234
27,"(0, 2)",0.5046666666666666,0.044850368510811096,0.5,0.9327244472337828,1234
27,"(0, 4)",0.48799999999999993,0.04844240566555986,0.5,0.9273363915016605,1234
27,"(1, 1)",0.4793333333333333,0.034769079494414136,0.5,0.9478463807583783,1234
27,"(1, 3)",0.5066666666666667,0.04358389100981642,0.5,0.9346241634852755,1234
27,"(2, 0)",0.49866666666666665,0.04249967320135795,0.5,0.9362504901979626,1234
27,"(2, 2)",0.5046666666666667,0.03480740661921765,0.5,0.9477888900711742,1234
27,"(2, 4)",0.4693333333333333,0.02804757862395018,0.5,0.9579286320640753,1234
27,"(3, 1)",0.5253333333333333,0.04697043987682276,0.5,0.9295443401847666,1234
27,"(3, 3)",0.4706666666666666,0.03946306289852999,0.5,0.9408054056522044,1234
28,"(0, 0)",0.5053333333333333,0.03872409528388695,0.5,0.9419138570741689,1234
28,"(0, 2)",0.49999999999999994,0.027728845790780585,0.5,0.9584067313138286,1234
28,"(0, 4)",0.5026666666666666,0.047497368348151665,0.5,0.9287539474777725,1234
28,"(1, 1)",0.478,0.03438345855527367,0.5,0.9484248121670893,1234
28,"(1, 3)",0.5086666666666667,0.029089898972361927,0.5,0.956365151541457,1234
28,"(2, 0)",0.5020000000000001,0.032138588781850545,0.5,0.9517921168272244,1234
28,"(2, 2)",0.4880000000000001,0.03425395354310702,0.5,0.9486190696853388,1234
28,"(2, 4)",0.47800000000000004,0.031026870075253607,0.5,0.9534596948871196,1234
28,"(3, 1)",0.5313333333333333,0.046647615158762396,0.5,0.9300285772618563,1234
28,"(3, 3)",0.4640000000000001,0.023907228102721487,0.5,0.9641391578459171,1234
29,"(0, 0)",0.494,0.03151013946159061,0.5,0.9527347908076147,1234
29,"(0, 2)",0.5233333333333334,0.037923900408874396,0.5,0.9431141493866876,1234
29,"(0, 4)",0.4926666666666667,0.0473943268991366,0.5,0.9289085096512958,1234
29,"(1, 1)",0.49333333333333335,0.027292652653944968,0.5,0.9590610210190822,1234
29,"(1, 3)",0.4913333333333333,0.02796823595120405,0.5,0.9580476460731931,1234
29,"(2, 0)",0.5220000000000001,0.030110906108363242,0.5,0.9548336408374544,1234
29,"(2, 2)",0.5013333333333334,0.03255081497528989,0.5,0.9511737775370657,1234
29,"(2, 4)",0.502,0.027920522121829237,0.5,0.9581192168172561,1234
29,"(3, 1)",0.5173333333333333,0.03960920207336786,0.5,0.9405861968899489,1234
29,"(3, 3)",0.48466666666666663,0.04552898954390368,0.5,0.9317065156841444,1234
30,"(0, 0)",0.4966666666666667,0.03703451843288308,0.5,0.9444482223506747,1234
30,"(0, 2)",0.5073333333333333,0.035938218591849494,0.5,0.946092672112225,1234
30,"(0, 4)",0.4826666666666667,0.025420901286583503,0.5,0.9618686480701246,1234
30,"(1, 1)",0.48999999999999994,0.04030991055421593,0.5,0.9395351341686761,1234
30,"(1, 3)",0.5,0.031084115271666057,0.5,0.9533738270925015,1234
30,"(2, 0)",0.5266666666666666,0.03134042472944844,0.5,0.952989362905828,1234
30,"(2, 2)",0.4913333333333334,0.038378234572331346,0.5,0.9424326481415026,1234
30,"(2, 4)",0.5126666666666667,0.03359894178227776,0.5,0.9496015873265831,1234
30,"(3, 1)",0.5226666666666666,0.036307330144506954,0.5,0.9455390047832393,1234
30,"(3, 3)",0.4986666666666667,0.02644911256650318,0.5,0.9603263311502449,1234
31,"(0, 0)",0.5093333333333335,0.03630733014450694,0.5,0.9455390047832393,1234
31,"(0, 2)",0.5413333333333334,0.03303869784897034,0.5,0.9504419532265442,1234
31,"(0, 4)",0.47800000000000004,0.038239014399199966,0.5,0.9426414784012007,1234
31,"(1, 1)",0.474,0.029257477676655604,0.5,0.9561137834850172,1234
31,"(1, 3)",0.47933333333333333,0.05251877970994968,0.5,0.9212218304350747,1234
31,"(2, 0)",0.5326666666666667,0.03422799374131584,0.5,0.9486580093880261,1234
31,"(2, 2)",0.5,0.04986203187017373,0.5,0.9252069521947395,1234
31,"(2, 4)",0.5126666666666666,0.041825032376954986,0.5,0.937262451434567,1234
31,"(3, 1)",0.5399999999999999,0.029318177903061376,0.5,0.9560227331454076,1234
31,"(3, 3)",0.5053333333333334,0.024997777679003585,0.5,0.962503333481495,1234
32,"(0, 0)",0.518,0.03403266404826727,0.5,0.9489510039275997,1234
32,"(0, 2)",0.5166666666666667,0.031084115271666057,0.5,0.9533738270925015,1234
